originID,grade,type,start_time,end_time,lasting_time,o_lat,o_lon,d_lat,d_lon,dist (km)
'4534230882386755902',minor,CONGESTION,02/21/2022 10:36:27,02/21/2022 11:21:27,0:45:00,1.34294,103.74631,1.34499,103.74022,0.7146529396423449
'1749878509693682402',minor,CONGESTION,02/21/2022 10:22:27,02/21/2022 11:22:27,1:00:00,1.42558,103.78923,1.42417,103.7922,0.36544473971533104
'941195231835629619',minor,CONGESTION,02/21/2022 10:48:27,02/21/2022 11:18:27,0:30:00,1.3288,103.86708,1.32578,103.87121,0.5681287492846627
'2982386140134125032',minor,CONGESTION,02/21/2022 10:52:57,02/21/2022 11:07:57,0:15:00,1.33844,103.86226,1.33335,103.8625,0.5634595412284763
'3503863310343272540',minor,CONGESTION,02/21/2022 11:36:27,02/21/2022 11:51:27,0:15:00,1.42558,103.78923,1.42417,103.7922,0.36544473971533104
'3620393986536231431',minor,CONGESTION,02/21/2022 12:40:27,02/21/2022 12:55:27,0:15:00,1.35925,103.7017,1.35692,103.69964,0.34487039974079065
'3506183526481583364',minor,CONGESTION,02/21/2022 13:40:16,02/21/2022 13:55:31,0:15:15,1.31381,103.87501,1.31356,103.87504,0.027844604044845716
'4141730848592588421',minor,CONGESTION,02/21/2022 13:49:01,02/21/2022 14:03:31,0:14:30,1.31407,103.87498,1.31381,103.87501,0.028942678749418277
'4606244660282008058',minor,CONGESTION,02/21/2022 14:06:20,02/21/2022 14:20:05,0:13:45,1.47596,103.58606,1.4754,103.58523,0.11120062937194986
'3931511491599184682',minor,CONGESTION,02/21/2022 16:37:20,02/21/2022 16:52:05,0:14:45,1.38326,103.59347,1.38215,103.59377,0.12719785536474365
'1821651914162575735',minor,CONGESTION,02/21/2022 18:23:20,02/21/2022 18:40:05,0:16:45,1.50789,103.60694,1.50669,103.60731,0.13893146858756703
'1503121974199870081',minor,CONGESTION,02/21/2022 18:44:05,02/21/2022 19:00:05,0:16:00,1.38326,103.59347,1.38215,103.59377,0.12719785536474365
'2235542245111456824',minor,CONGESTION,02/21/2022 22:28:46,02/21/2022 22:47:32,0:18:46,1.32961,103.86243,1.32716,103.86165,0.284476127901866
'289344420454969968',minor,CONGESTION,02/21/2022 22:38:46,02/21/2022 23:01:33,0:22:47,1.33025,103.86244,1.33409,103.86231,0.42485393023395157
'3936847679370713146',minor,CONGESTION,02/21/2022 22:48:57,02/21/2022 23:03:57,0:15:00,1.33414,103.86231,1.32961,103.86243,0.5010821828009109
'840141025400815477',minor,CONGESTION,02/21/2022 22:58:57,02/21/2022 23:13:57,0:15:00,1.35223,103.8574,1.34714,103.85915,0.5955694799670505
'920570484946589272',minor,CONGESTION,02/21/2022 23:00:57,02/21/2022 23:15:57,0:15:00,1.35223,103.8574,1.34714,103.85915,0.5955694799670505
'1580721564061640936',minor,CONGESTION,02/21/2022 23:00:01,02/21/2022 23:13:32,0:13:31,1.35827,103.85738,1.35939,103.85779,0.13198198797693256
'4447490828915667196',minor,CONGESTION,02/21/2022 23:02:57,02/21/2022 23:32:57,0:30:00,1.35223,103.8574,1.34714,103.85915,0.5955694799670505
'86657212178718278',minor,CONGESTION,02/21/2022 23:08:57,02/21/2022 23:23:57,0:15:00,1.36497,103.85997,1.35806,103.85752,0.8112634248247996
'1329031313054419399',minor,CONGESTION,02/21/2022 23:12:27,02/22/2022 00:57:27,1:45:00,1.36495,103.95535,1.3627,103.95901,0.4772876287917752
'3697002753847573526',minor,CONGESTION,02/21/2022 23:13:57,02/21/2022 23:28:57,0:15:00,1.31615,103.84709,1.31399,103.84546,0.2999208451618338
'2134449048993646793',minor,CONGESTION,02/21/2022 23:21:27,02/21/2022 23:36:27,0:15:00,1.33809,103.6775,1.33385,103.67617,0.49164724653204805
'1563578171064654452',minor,CONGESTION,02/21/2022 23:25:57,02/21/2022 23:41:32,0:15:35,1.36335,103.9582,1.36348,103.95803,0.023760499197500003
'2542173615257640930',minor,CONGESTION,02/21/2022 23:28:27,02/21/2022 23:58:27,0:30:00,1.36151,103.70372,1.35692,103.69964,0.6810014740082493
'573878909253764927',minor,CONGESTION,02/21/2022 23:31:31,02/21/2022 23:43:32,0:12:01,1.35127,103.85748,1.35129,103.85747,0.0024757304341890616
'962293875176207969',minor,CONGESTION,02/21/2022 23:32:27,02/21/2022 23:47:27,0:15:00,1.3607,103.71053,1.35717,103.71468,0.6046978804944624
'1759213520880074343',minor,CONGESTION,02/21/2022 23:37:01,02/21/2022 23:48:32,0:11:31,1.37274,103.93815,1.37173,103.94004,0.2381447478387144
'4226249325405665025',minor,CONGESTION,02/21/2022 23:37:27,02/21/2022 23:52:27,0:15:00,1.32783,103.86872,1.32967,103.86402,0.5612386041944246
'1613343559322115089',minor,CONGESTION,02/21/2022 23:37:27,02/22/2022 00:22:27,0:45:00,1.33414,103.81809,1.33214,103.81627,0.2998874801483894
'3146828313371759433',minor,CONGESTION,02/21/2022 23:41:27,02/21/2022 23:56:27,0:15:00,1.32195,103.70355,1.3223,103.69993,0.4047246142587974
'3986323789252157021',minor,CONGESTION,02/21/2022 23:41:27,02/21/2022 23:56:27,0:15:00,1.32875,103.86662,1.32967,103.86402,0.30671502532947376
'269342278717026531',minor,CONGESTION,02/21/2022 23:43:27,02/21/2022 23:58:27,0:15:00,1.32862,103.86705,1.32967,103.86402,0.35663598383506917
'4065661595846740844',minor,CONGESTION,02/21/2022 23:44:31,02/21/2022 23:59:33,0:15:02,1.38965,103.7489,1.38887,103.75808,1.025248786990015
'3282200817623201413',minor,CONGESTION,02/21/2022 23:43:50,02/21/2022 23:59:33,0:15:43,1.37011,103.77877,1.37287,103.77799,0.3172916274762411
'2730551859215731352',minor,CONGESTION,02/21/2022 23:48:15,02/22/2022 00:03:32,0:15:17,1.33534,103.93921,1.33553,103.93126,0.8850005920338568
'1286686172458687696',minor,CONGESTION,02/21/2022 23:41:27,02/21/2022 23:56:27,0:15:00,1.32187,103.70436,1.3223,103.69993,0.49530240166254214
'1304504208554862210',minor,CONGESTION,02/21/2022 23:51:27,02/22/2022 00:06:27,0:15:00,1.32694,103.86989,1.32967,103.86402,0.7196444430358715
'4316127267013088087',minor,CONGESTION,02/21/2022 23:51:46,02/22/2022 00:05:32,0:13:46,1.38867,103.75615,1.38887,103.75808,0.21591945098807463
'311175541919323942',minor,CONGESTION,02/21/2022 23:51:57,02/22/2022 00:21:57,0:30:00,1.32442,103.74244,1.32622,103.73984,0.351198577184635
'4496562605895404245',minor,CONGESTION,02/21/2022 23:54:46,02/22/2022 00:11:31,0:16:45,1.38635,103.74139,1.38375,103.73838,0.4414307730831918
'1492906703858604397',minor,CONGESTION,02/21/2022 23:54:27,02/22/2022 00:09:27,0:15:00,1.36151,103.70372,1.35692,103.69964,0.6810014740082493
'3879715572920877857',minor,CONGESTION,02/21/2022 23:59:27,02/22/2022 00:14:27,0:15:00,1.38411,103.73879,1.38144,103.73567,0.4557663012146811
'1758073820683920074',minor,CONGESTION,02/22/2022 00:01:27,02/22/2022 00:16:27,0:15:00,1.35712,103.71442,1.35952,103.71157,0.4135510740768229
'381739482646861412',minor,CONGESTION,02/22/2022 00:03:31,02/22/2022 00:17:31,0:14:00,1.27259,103.83924,1.27258,103.83884,0.04453061768685853
'4475001789178994181',minor,CONGESTION,02/22/2022 00:02:57,02/22/2022 00:17:57,0:15:00,1.31008,103.76455,1.31227,103.7624,0.3404310690672609
'644532381145442239',minor,CONGESTION,02/22/2022 00:01:57,02/22/2022 00:16:57,0:15:00,1.39324,103.77399,1.40644,103.77234,1.4710941155070212
'3950614294570718383',minor,CONGESTION,02/22/2022 00:05:27,02/22/2022 00:20:27,0:15:00,1.34163,103.68494,1.33385,103.67617,1.3010225959381363
'1368803081751834116',minor,CONGESTION,02/22/2022 00:04:27,02/22/2022 01:49:27,1:45:00,1.36151,103.70372,1.35692,103.69964,0.6810014740082493
'1166566216351959662',minor,CONGESTION,02/22/2022 00:07:27,02/22/2022 00:22:27,0:15:00,1.41894,103.80067,1.4212,103.79728,0.4525188071106177
'156482626722936884',minor,CONGESTION,02/22/2022 00:09:27,02/22/2022 00:39:27,0:30:00,1.35712,103.71442,1.35952,103.71157,0.4135510740768229
'4074840428454007134',minor,CONGESTION,02/22/2022 00:07:57,02/22/2022 00:22:57,0:15:00,1.32162,103.75255,1.32246,103.74959,0.3422627993854157
'713290197759791232',minor,CONGESTION,02/22/2022 00:13:57,02/22/2022 00:28:57,0:15:00,1.39387,103.77391,1.40644,103.77234,1.4008654495126518
'4322052795959994270',minor,CONGESTION,02/22/2022 00:15:01,02/22/2022 00:33:31,0:18:30,1.35021,103.95781,1.34969,103.95665,0.14132108798352636
'3933215891861703201',minor,CONGESTION,02/22/2022 00:18:27,02/22/2022 00:33:27,0:15:00,1.35018,103.69437,1.34769,103.69234,0.3561539341289244
'1135401840629146430',minor,CONGESTION,02/22/2022 00:18:57,02/22/2022 00:48:57,0:30:00,1.3705,103.90816,1.3668,103.90696,0.4303712887312324
'4243272910630638837',minor,CONGESTION,02/22/2022 00:19:57,02/22/2022 00:49:57,0:30:00,1.40014,103.77385,1.39646,103.77399,0.4072139272180789
'3593579660136996181',minor,CONGESTION,02/22/2022 00:19:57,02/22/2022 00:34:57,0:15:00,1.32442,103.74244,1.32622,103.73984,0.351198577184635
'2350758996193613197',minor,CONGESTION,02/22/2022 00:21:57,02/22/2022 00:51:57,0:30:00,1.37892,103.9142,1.37692,103.91103,0.4163676071372084
'2731213251520312761',minor,CONGESTION,02/22/2022 00:23:57,02/22/2022 00:53:57,0:30:00,1.39324,103.77399,1.40644,103.77234,1.4710941155070212
'4559140490313331259',minor,CONGESTION,02/22/2022 00:28:57,02/22/2022 00:43:57,0:15:00,1.28573,103.79799,1.28759,103.795,0.3911908880009748
'4633766260090568436',minor,CONGESTION,02/22/2022 00:28:27,02/22/2022 01:13:27,0:45:00,1.35268,103.69612,1.34769,103.69234,0.6938395562811147
'503901026970442772',minor,CONGESTION,02/22/2022 00:29:27,02/22/2022 01:29:27,1:00:00,1.33107,103.81923,1.32724,103.82558,0.8238715184574691
'2465943879612723176',minor,CONGESTION,02/22/2022 00:28:46,02/22/2022 00:43:31,0:14:45,1.34908,103.95574,1.34908,103.95574,0.0
'2673416623147853721',minor,CONGESTION,02/22/2022 00:29:57,02/22/2022 00:44:57,0:15:00,1.29065,103.79063,1.29251,103.78773,0.3827064013850706
'1894585335956153534',minor,CONGESTION,02/22/2022 00:32:57,02/22/2022 00:47:57,0:15:00,1.32349,103.71994,1.32263,103.71606,0.4421523617078496
'2844590758069635569',minor,CONGESTION,02/22/2022 00:36:31,02/22/2022 00:49:31,0:13:00,1.36335,103.9582,1.3627,103.95901,0.11528949488691628
'2836600693355251970',minor,CONGESTION,02/22/2022 00:36:57,02/22/2022 01:06:57,0:30:00,1.3718,103.90859,1.3668,103.90696,0.5818728158325156
'4041616521036203177',minor,CONGESTION,02/22/2022 00:35:57,02/22/2022 00:50:57,0:15:00,1.37892,103.9142,1.37692,103.91103,0.4163676071372084
'1406780475506962497',minor,CONGESTION,02/22/2022 00:39:05,02/22/2022 00:54:05,0:15:00,1.47596,103.58606,1.4754,103.58523,0.11120062937194986
'2417081874681124866',minor,CONGESTION,02/22/2022 00:40:57,02/22/2022 01:10:57,0:30:00,1.32394,103.72195,1.32263,103.71606,0.6713122842382206
'2056475318969646805',minor,CONGESTION,02/22/2022 00:42:31,02/22/2022 00:59:31,0:17:00,1.33712,103.86219,1.35124,103.8577,1.6393291365031615
'2699549494085402462',minor,CONGESTION,02/22/2022 00:41:57,02/22/2022 00:56:57,0:15:00,1.39641,103.77382,1.40644,103.77234,1.121229772486242
'1039049339094911383',minor,CONGESTION,02/22/2022 00:43:31,02/22/2022 01:03:31,0:20:00,1.36204,103.70873,1.36076,103.71022,0.21801037126720843
'1745391858618177168',minor,CONGESTION,02/22/2022 00:42:27,02/22/2022 00:57:27,0:15:00,1.36495,103.95535,1.3627,103.95901,0.4772876287917752
'2740682927419225657',minor,CONGESTION,02/22/2022 00:43:57,02/22/2022 00:58:57,0:15:00,1.40183,103.77363,1.39646,103.77399,0.595137422220495
'3770358232124588679',minor,CONGESTION,02/22/2022 00:45:16,02/22/2022 00:59:31,0:14:15,1.3627,103.95901,1.36089,103.96076,0.27925892506626665
'4581249887509543061',minor,CONGESTION,02/22/2022 00:46:57,02/22/2022 01:01:57,0:15:00,1.33995,103.86173,1.32961,103.86243,1.1459951469020107
'754698525434528818',minor,CONGESTION,02/22/2022 00:49:57,02/22/2022 01:19:57,0:30:00,1.38039,103.91603,1.37692,103.91103,0.6759026695895499
'3590022596507227349',minor,CONGESTION,02/22/2022 00:53:16,02/22/2022 01:31:31,0:38:15,1.28182,103.83211,1.27795,103.8281,0.6182926257988905
'2245663313037071427',minor,CONGESTION,02/22/2022 00:58:57,02/22/2022 01:13:57,0:15:00,1.32349,103.71994,1.32263,103.71606,0.4421523617078496
'196372244136428923',minor,CONGESTION,02/22/2022 01:00:57,02/22/2022 01:15:57,0:15:00,1.28058,103.83033,1.28236,103.83339,0.3933392033768261
'3691740549564608068',minor,CONGESTION,02/22/2022 01:00:57,02/22/2022 01:15:57,0:15:00,1.32394,103.72195,1.32263,103.71606,0.6713122842382206
'4430741297272087948',minor,CONGESTION,02/22/2022 00:53:16,02/22/2022 01:21:31,0:28:15,1.27892,103.82278,1.27885,103.82329,0.057284231789818056
'3440464822646174525',minor,CONGESTION,02/22/2022 01:02:27,02/22/2022 01:17:27,0:15:00,1.3607,103.71053,1.35717,103.71468,0.6046978804944624
'995616647721779480',minor,CONGESTION,02/22/2022 01:03:16,02/22/2022 01:17:31,0:14:15,1.35669,103.96306,1.35668,103.96306,0.0011057489824998945
'719760645903484116',minor,CONGESTION,02/22/2022 01:02:57,02/22/2022 01:17:57,0:15:00,1.3718,103.90859,1.3668,103.90696,0.5818728158325156
'1378918835553664856',minor,CONGESTION,02/22/2022 01:05:27,02/22/2022 01:20:27,0:15:00,1.3385,103.80738,1.33404,103.81299,0.7956149787344203
'3084815421809934463',minor,CONGESTION,02/22/2022 01:08:27,02/22/2022 01:38:27,0:30:00,1.35268,103.69612,1.34769,103.69234,0.6938395562811147
'3413334975616677871',minor,CONGESTION,02/22/2022 01:10:57,02/22/2022 01:25:57,0:15:00,1.28573,103.79799,1.28759,103.795,0.3911908880009748
'1687826413002999830',minor,CONGESTION,02/22/2022 01:09:57,02/22/2022 01:39:57,0:30:00,1.37963,103.91529,1.37692,103.91103,0.5608487160937679
'533452107242920767',minor,CONGESTION,02/22/2022 01:15:57,02/22/2022 01:30:57,0:15:00,1.32092,103.85566,1.31936,103.85343,0.30223661799134915
'345713562933617592',minor,CONGESTION,02/22/2022 01:22:57,02/22/2022 01:37:57,0:15:00,1.28573,103.79799,1.28759,103.795,0.3911908880009748
'2323782332489780399',minor,CONGESTION,02/22/2022 01:22:57,02/22/2022 01:37:57,0:15:00,1.32008,103.87985,1.3196,103.87644,0.38319299340484486
'4134173291392309106',minor,CONGESTION,02/22/2022 01:30:01,02/22/2022 01:43:31,0:13:30,1.35329,103.85712,1.35223,103.8574,0.12128082265057827
'3050522309170633922',minor,CONGESTION,02/22/2022 01:40:57,02/22/2022 01:55:57,0:15:00,1.35126,103.85769,1.34714,103.85915,0.4836765537283775
'1908308431502684559',minor,CONGESTION,02/22/2022 01:46:57,02/22/2022 02:01:57,0:15:00,1.42404,103.77469,1.42199,103.77296,0.2974030984980084
'3152486521501313334',minor,CONGESTION,02/22/2022 01:55:16,02/22/2022 02:10:01,0:14:45,1.3593,103.62184,1.35365,103.62935,1.0434715655840543
'495506945799293417',minor,CONGESTION,02/22/2022 01:57:31,02/22/2022 02:09:31,0:12:00,1.42478,103.7907,1.42478,103.7907,0.0
'1375146484453561964',minor,CONGESTION,02/22/2022 01:59:27,02/22/2022 02:14:27,0:15:00,1.42646,103.78253,1.42404,103.77469,0.9125900485565924
'483394321044269921',minor,CONGESTION,02/22/2022 02:02:27,02/22/2022 02:17:27,0:15:00,1.36495,103.95535,1.3627,103.95901,0.4772876287917752
'3478601827836889749',minor,CONGESTION,02/22/2022 02:16:57,02/22/2022 02:31:57,0:15:00,1.35223,103.8574,1.34714,103.85915,0.5955694799670505
'4577417447143161744',minor,CONGESTION,02/22/2022 02:16:57,02/22/2022 02:31:57,0:15:00,1.42404,103.77469,1.42199,103.77296,0.2974030984980084
'524691620632953831',minor,CONGESTION,02/22/2022 03:01:57,02/22/2022 03:16:57,0:15:00,1.39797,103.77379,1.40644,103.77234,0.950369210525685
'4057391356347509189',minor,CONGESTION,02/22/2022 03:19:01,02/22/2022 03:33:31,0:14:30,1.34509,103.89908,1.33975,103.89776,0.6084692166603501
'1091299813526987839',minor,CONGESTION,02/22/2022 03:26:57,02/22/2022 03:41:57,0:15:00,1.28597,103.79765,1.28759,103.795,0.34506148818747806
'2758320832275423340',minor,CONGESTION,02/22/2022 03:32:57,02/22/2022 03:47:57,0:15:00,1.28597,103.79765,1.28759,103.795,0.34506148818747806
'4528500303735333898',minor,CONGESTION,02/22/2022 03:36:27,02/22/2022 03:51:27,0:15:00,1.35925,103.7017,1.35692,103.69964,0.34487039974079065
'2235713794404009906',minor,CONGESTION,02/22/2022 03:42:01,02/22/2022 04:07:31,0:25:30,1.34774,103.78921,1.34665,103.78867,0.1346781351156283
'4422665645591003723',minor,CONGESTION,02/22/2022 03:47:27,02/22/2022 04:02:27,0:15:00,1.32783,103.86872,1.32967,103.86402,0.5612386041944246
'350764995202173204',minor,CONGESTION,02/22/2022 03:51:27,02/22/2022 04:06:27,0:15:00,1.32202,103.88417,1.32241,103.88773,0.3985326239919743
'2365758038858747326',minor,CONGESTION,02/22/2022 03:58:27,02/22/2022 04:13:27,0:15:00,1.32615,103.73061,1.32424,103.74304,1.3993629273635184
'1160821879102967543',minor,CONGESTION,02/22/2022 04:01:35,02/22/2022 04:19:31,0:17:56,1.34402,103.78564,1.34459,103.78692,0.1557706315368902
'3717341143886260237',minor,CONGESTION,02/22/2022 04:06:27,02/22/2022 04:21:27,0:15:00,1.3245,103.89787,1.32542,103.90259,0.5350483383656457
'1290924148498245509',minor,CONGESTION,02/22/2022 04:07:31,02/22/2022 04:23:31,0:16:00,1.3245,103.89787,1.32444,103.89754,0.03732013232704154
'3510679679956503641',minor,CONGESTION,02/22/2022 04:15:05,02/22/2022 04:30:05,0:15:00,1.49696,103.78243,1.49667,103.78256,0.03517897706950378
'1562784224016116052',minor,CONGESTION,02/22/2022 04:20:05,02/22/2022 04:36:05,0:16:00,1.50491,103.60759,1.50605,103.60725,0.13161131257389352
'2395529422018831469',minor,CONGESTION,02/22/2022 04:28:46,02/22/2022 04:45:31,0:16:45,1.36419,103.90589,1.36417,103.90588,0.0024757279948089805
'3127064142939947792',minor,CONGESTION,02/22/2022 05:17:20,02/22/2022 05:30:05,0:12:45,1.37343,103.6089,1.37348,103.60882,0.010480016957549439
'3717517686404870718',minor,CONGESTION,02/22/2022 05:19:36,02/22/2022 05:35:31,0:15:55,1.31188,103.84481,1.31096,103.84453,0.10639451276340349
'2117836289559343369',minor,CONGESTION,02/22/2022 05:23:27,02/22/2022 05:53:27,0:30:00,1.32694,103.86989,1.32967,103.86402,0.7196444430358715
'2568928837955820651',minor,CONGESTION,02/22/2022 05:53:27,02/22/2022 06:08:27,0:15:00,1.32783,103.86872,1.32967,103.86402,0.5612386041944246
'3463395940153773023',minor,CONGESTION,02/22/2022 05:56:04,02/22/2022 06:11:31,0:15:27,1.33939,103.75257,1.34005,103.75141,0.14829584035064963
'868003920387439675',minor,CONGESTION,02/22/2022 06:00:27,02/22/2022 06:15:27,0:15:00,1.35925,103.7017,1.35692,103.69964,0.34487039974079065
'3239510309399576092',minor,CONGESTION,02/22/2022 06:02:57,02/22/2022 06:17:31,0:14:34,1.33939,103.75257,1.33939,103.75257,0.0
'906287503658661446',minor,CONGESTION,02/22/2022 06:05:27,02/22/2022 06:20:27,0:15:00,1.32694,103.86989,1.32967,103.86402,0.7196444430358715
'3814708229652130775',minor,CONGESTION,02/22/2022 06:19:27,02/22/2022 06:34:27,0:15:00,1.32694,103.86989,1.32967,103.86402,0.7196444430358715
'910233315710884911',minor,CONGESTION,02/22/2022 06:31:27,02/22/2022 07:46:27,1:15:00,1.32862,103.86705,1.32967,103.86402,0.35663598383506917
'328221775007505910',minor,CONGESTION,02/22/2022 06:44:31,02/22/2022 06:59:31,0:15:00,1.35924,103.70169,1.35692,103.69964,0.3433045557858461
'4114695066224836995',minor,CONGESTION,02/22/2022 06:46:46,02/22/2022 06:59:31,0:12:45,1.33885,103.75354,1.33933,103.75268,0.10944052532826828
'403926022667790138',minor,CONGESTION,02/22/2022 06:53:01,02/22/2022 07:07:31,0:14:30,1.35924,103.70169,1.35692,103.69964,0.3433045557858461
'4577545691233901842',minor,CONGESTION,02/22/2022 06:52:27,02/22/2022 07:07:27,0:15:00,1.32606,103.73022,1.32424,103.74304,1.440860094662169
'2203528253881938388',minor,CONGESTION,02/22/2022 07:03:31,02/22/2022 07:17:46,0:14:15,1.33939,103.75257,1.33933,103.75268,0.013924032264504695
'4607438572295922832',minor,CONGESTION,02/22/2022 07:02:27,02/22/2022 07:17:27,0:15:00,1.32576,103.74079,1.32424,103.74304,0.3015793926634306
'1985768256833134870',minor,CONGESTION,02/22/2022 07:09:27,02/22/2022 07:24:27,0:15:00,1.33739,103.7561,1.34005,103.75141,0.5991164356927172
'1673158300264216531',minor,CONGESTION,02/22/2022 07:10:27,02/22/2022 07:25:27,0:15:00,1.32719,103.73503,1.32424,103.74304,0.9492390789591104
'285303896145485888',minor,CONGESTION,02/22/2022 07:11:27,02/22/2022 07:26:27,0:15:00,1.3222,103.88481,1.32241,103.88773,0.32579550080031183
'3044959884471246891',minor,CONGESTION,02/22/2022 07:15:27,02/22/2022 07:30:27,0:15:00,1.32224,103.88498,1.32241,103.88773,0.30662436461324555
'534959806685261753',minor,CONGESTION,02/22/2022 07:15:37,02/22/2022 07:29:46,0:14:09,1.33552,103.75941,1.33552,103.75941,0.0
'2917760590794942345',minor,CONGESTION,02/22/2022 07:22:16,02/22/2022 07:37:31,0:15:15,1.32663,103.73952,1.32663,103.73952,0.0
'1465625159596793049',minor,CONGESTION,02/22/2022 07:26:46,02/22/2022 07:41:31,0:14:45,1.31363,103.8453,1.31615,103.84709,0.3425340883867606
'2469569143892578436',minor,CONGESTION,02/22/2022 07:28:31,02/22/2022 07:41:31,0:13:00,1.33772,103.75552,1.33885,103.75354,0.25331362868638
'3694878306243167453',minor,CONGESTION,02/22/2022 07:33:27,02/22/2022 07:48:27,0:15:00,1.32694,103.86989,1.32967,103.86402,0.7196444430358715
'3064038638725014983',minor,CONGESTION,02/22/2022 07:35:27,02/22/2022 07:50:27,0:15:00,1.32694,103.86989,1.32967,103.86402,0.7196444430358715
'4518890013976247497',minor,CONGESTION,02/22/2022 07:37:27,02/22/2022 07:52:27,0:15:00,1.32694,103.86989,1.32967,103.86402,0.7196444430358715
'2196171939214885247',minor,CONGESTION,02/22/2022 07:37:01,02/22/2022 07:49:31,0:12:30,1.33673,103.75727,1.33729,103.75628,0.1263850675349551
'3356729562545420329',minor,CONGESTION,02/22/2022 07:39:31,02/22/2022 07:53:31,0:14:00,1.35877,103.90297,1.35889,103.90304,0.015386782242889691
'631832099144395627',minor,CONGESTION,02/22/2022 07:40:57,02/22/2022 07:55:57,0:15:00,1.35223,103.8574,1.34714,103.85915,0.5955694799670505
'3393588006661166889',minor,CONGESTION,02/22/2022 07:50:16,02/22/2022 08:03:31,0:13:15,1.35979,103.90354,1.35979,103.90354,0.0
'2305037003807066266',minor,CONGESTION,02/22/2022 07:59:27,02/22/2022 08:14:27,0:15:00,1.33764,103.80832,1.33404,103.81299,0.6546525826592652
'1011182643437761247',minor,CONGESTION,02/22/2022 08:07:27,02/22/2022 08:22:27,0:15:00,1.32694,103.86989,1.32967,103.86402,0.7196444430358715
'1424339344783292865',minor,CONGESTION,02/22/2022 08:14:28,02/22/2022 08:30:05,0:15:37,1.50305,103.60824,1.50536,103.60745,0.2701336908494429
'3893172325719912558',minor,CONGESTION,02/22/2022 08:13:57,02/22/2022 08:28:57,0:15:00,1.31794,103.85033,1.31399,103.84546,0.6960712495167232
'339904914468702451',minor,CONGESTION,02/22/2022 08:17:01,02/22/2022 08:31:31,0:14:30,1.34013,103.80558,1.34056,103.80512,0.06986747767066179
'4594125232437283310',minor,CONGESTION,02/22/2022 08:18:57,02/22/2022 08:33:57,0:15:00,1.27248,103.83949,1.27228,103.83289,0.7348615341559123
'1704073871157574293',minor,CONGESTION,02/22/2022 08:23:27,02/22/2022 08:38:27,0:15:00,1.32694,103.86989,1.32967,103.86402,0.7196444430358715
'640065369014769865',minor,CONGESTION,02/22/2022 08:25:31,02/22/2022 08:41:31,0:16:00,1.3417,103.80396,1.34056,103.80512,0.18043169574795478
'4527678337922248397',minor,CONGESTION,02/22/2022 08:53:27,02/22/2022 09:08:27,0:15:00,1.32814,103.86819,1.32967,103.86402,0.4939537956561235
'3888086312238155538',minor,CONGESTION,02/22/2022 08:55:27,02/22/2022 09:25:27,0:30:00,1.32862,103.86705,1.32967,103.86402,0.35663598383506917
'2733310141991598292',minor,CONGESTION,02/22/2022 08:58:57,02/22/2022 09:13:57,0:15:00,1.31008,103.76455,1.31227,103.7624,0.3404310690672609
'2103498440936732512',minor,CONGESTION,02/22/2022 09:03:27,02/22/2022 09:18:27,0:15:00,1.3226,103.74965,1.31607,103.75895,1.2619762206382086
'2024775831865655506',minor,CONGESTION,02/22/2022 09:08:27,02/22/2022 09:23:27,0:15:00,1.32584,103.72934,1.32424,103.74304,1.5349023269811708
'3162198537679557311',minor,CONGESTION,02/22/2022 09:09:27,02/22/2022 09:54:27,0:45:00,1.3226,103.74965,1.31607,103.75895,1.2619762206382086
'94512555845210789',minor,CONGESTION,02/22/2022 09:12:57,02/22/2022 09:27:57,0:15:00,1.30966,103.76491,1.31227,103.7624,0.40164736777751436
'1639452615715892971',minor,CONGESTION,02/22/2022 09:23:27,02/22/2022 09:38:27,0:15:00,1.32756,103.86913,1.32967,103.86402,0.6146902053143872
'3577346450732815545',minor,CONGESTION,02/22/2022 09:22:31,02/22/2022 09:43:31,0:21:00,1.31615,103.84709,1.31305,103.84509,0.4087074091651211
'3838656266384095228',minor,CONGESTION,02/22/2022 09:28:27,02/22/2022 09:43:27,0:15:00,1.35566,103.72088,1.34851,103.73472,1.7312974429262538
'2925704074701221114',minor,CONGESTION,02/22/2022 09:34:57,02/22/2022 09:49:57,0:15:00,1.30966,103.76491,1.31227,103.7624,0.40164736777751436
'145905443838901674',minor,CONGESTION,02/22/2022 09:36:27,02/22/2022 10:06:27,0:30:00,1.35219,103.73077,1.34851,103.73472,0.5990160975651987
'1736753548199930093',minor,CONGESTION,02/22/2022 09:37:01,02/22/2022 09:49:31,0:12:30,1.30837,103.84226,1.30693,103.84057,0.24643062769173724
'495487103262189823',minor,CONGESTION,02/22/2022 09:36:27,02/22/2022 09:51:27,0:15:00,1.36681,103.94828,1.3627,103.95901,1.2776786841788954
'2307293419703520228',minor,CONGESTION,02/22/2022 09:40:57,02/22/2022 09:55:57,0:15:00,1.30966,103.76491,1.31227,103.7624,0.40164736777751436
'244662875966116187',minor,CONGESTION,02/22/2022 09:42:27,02/22/2022 10:57:27,1:15:00,1.32702,103.73437,1.32424,103.74304,1.0126665785753775
'2041784914666232558',minor,CONGESTION,02/22/2022 09:43:57,02/22/2022 10:13:57,0:30:00,1.41235,103.77137,1.41771,103.77126,0.592808153425395
'2141444744803668656',minor,CONGESTION,02/22/2022 09:46:27,02/22/2022 10:16:27,0:30:00,1.36681,103.94828,1.3627,103.95901,1.2776786841788954
