originID,grade,type,start_time,end_time,lasting_time,o_lat,o_lon,d_lat,d_lon,dist (km)
'1969166049186187232',minor,CONGESTION,02/23/2022 07:15:27,02/23/2022 07:30:27,0:15:00,1.33772,103.75552,1.34005,103.75141,0.5249685443858464
'3685279523267777308',minor,CONGESTION,02/23/2022 07:39:27,02/23/2022 07:54:27,0:15:00,1.32814,103.86819,1.32967,103.86402,0.4939537956561235
'3019041966056660475',minor,CONGESTION,02/23/2022 07:49:57,02/23/2022 08:19:57,0:30:00,1.31774,103.84989,1.31399,103.84546,0.6442082853786899
'4160715035680241135',minor,CONGESTION,02/23/2022 08:05:01,02/23/2022 08:19:31,0:14:30,1.32994,103.85896,1.32994,103.85896,0.0
'219266803644130113',minor,CONGESTION,02/23/2022 08:07:27,02/23/2022 08:22:27,0:15:00,1.32694,103.86989,1.32967,103.86402,0.7196444430358715
'3224797507593284726',minor,CONGESTION,02/23/2022 08:17:31,02/23/2022 08:31:31,0:14:00,1.32972,103.84963,1.32975,103.84932,0.03465892505779828
'3452305662376794782',minor,CONGESTION,02/23/2022 08:24:16,02/23/2022 08:43:31,0:19:15,1.3296,103.85107,1.3296,103.85107,0.0
'1053715780939378758',minor,CONGESTION,02/23/2022 08:29:01,02/23/2022 08:49:31,0:20:30,1.34029,103.75099,1.33885,103.75354,0.32540578885278326
'3760980516240020985',minor,CONGESTION,02/23/2022 08:33:27,02/23/2022 09:03:27,0:30:00,1.32694,103.86989,1.32967,103.86402,0.7196444430358715
'2894100608107623907',minor,CONGESTION,02/23/2022 08:34:46,02/23/2022 08:51:31,0:16:45,1.3296,103.85107,1.32943,103.85305,0.22115398780301282
'2683792670673861680',minor,CONGESTION,02/23/2022 08:40:46,02/23/2022 08:58:01,0:17:15,1.33739,103.7561,1.33673,103.75727,0.14926576990361232
'4299843076696968916',minor,CONGESTION,02/23/2022 09:07:27,02/23/2022 09:22:27,0:15:00,1.3226,103.74965,1.31607,103.75895,1.2619762206382086
'2178702279330394945',minor,CONGESTION,02/23/2022 09:10:20,02/23/2022 09:30:05,0:19:45,1.47623,103.58649,1.47596,103.58606,0.05640134807458061
'3194178524420858575',minor,CONGESTION,02/23/2022 09:14:35,02/23/2022 09:30:06,0:15:31,1.50491,103.60759,1.50605,103.60725,0.13161131257389352
'3970704190080438785',minor,CONGESTION,02/23/2022 09:21:27,02/23/2022 09:51:27,0:30:00,1.32862,103.86705,1.32967,103.86402,0.35663598383506917
'3691071988563735165',minor,CONGESTION,02/23/2022 09:21:27,02/23/2022 09:36:27,0:15:00,1.41894,103.80067,1.4212,103.79728,0.4525188071106177
'2611292969091629315',minor,CONGESTION,02/23/2022 09:25:31,02/23/2022 09:37:31,0:12:00,1.42493,103.79079,1.42664,103.78228,0.965729017089319
'1024325931106245525',minor,CONGESTION,02/23/2022 09:26:35,02/23/2022 09:55:31,0:28:56,1.3353,103.77502,1.33838,103.77783,0.46236798418041913
'3353610527348561270',minor,CONGESTION,02/23/2022 09:29:01,02/23/2022 09:43:31,0:14:30,1.42658,103.78469,1.42627,103.78681,0.23840186928585427
'2669600114084294142',minor,CONGESTION,02/23/2022 09:36:27,02/23/2022 10:06:27,0:30:00,1.42558,103.78923,1.42417,103.7922,0.36544473971533104
'1311192813283385049',minor,CONGESTION,02/23/2022 09:36:57,02/23/2022 09:51:57,0:15:00,1.30966,103.76491,1.31227,103.7624,0.40164736777751436
'2029583086570256664',minor,CONGESTION,02/23/2022 09:38:57,02/23/2022 09:53:57,0:15:00,1.30966,103.76491,1.31227,103.7624,0.40164736777751436
'1228942807002043409',minor,CONGESTION,02/23/2022 09:40:57,02/23/2022 09:55:57,0:15:00,1.30966,103.76491,1.31227,103.7624,0.40164736777751436
'4451662597057979441',minor,CONGESTION,02/23/2022 09:46:57,02/23/2022 10:01:57,0:15:00,1.30966,103.76491,1.31227,103.7624,0.40164736777751436
'4025235983437834310',minor,CONGESTION,02/23/2022 09:46:45,02/23/2022 10:01:31,0:14:46,1.34039,103.8614,1.34163,103.86095,0.14597244946290686
'3196061796093322363',minor,CONGESTION,02/23/2022 09:49:27,02/23/2022 10:04:27,0:15:00,1.41962,103.79977,1.4212,103.79728,0.32757893984788633
'748544310858309692',minor,CONGESTION,02/23/2022 09:49:27,02/23/2022 10:04:27,0:15:00,1.42474,103.77552,1.42665,103.78353,0.9160729247990119
'4167839455430733860',minor,CONGESTION,02/23/2022 09:51:57,02/23/2022 10:06:57,0:15:00,1.39518,103.90579,1.39743,103.90255,0.438073161313924
'4335534569456799419',minor,CONGESTION,02/23/2022 09:53:27,02/23/2022 10:08:27,0:15:00,1.41945,103.80001,1.4212,103.79728,0.36020109738869827
'80405812745082312',minor,CONGESTION,02/23/2022 09:56:57,02/23/2022 10:11:57,0:15:00,1.30966,103.76491,1.31227,103.7624,0.40164736777751436
'4521144575291859826',minor,CONGESTION,02/23/2022 09:55:57,02/23/2022 10:40:57,0:45:00,1.39324,103.77399,1.40644,103.77234,1.4710941155070212
'2493988336270518153',minor,CONGESTION,02/23/2022 09:57:27,02/23/2022 10:12:27,0:15:00,1.42474,103.77552,1.42665,103.78353,0.9160729247990119
'1279550357339148148',minor,CONGESTION,02/23/2022 09:58:27,02/23/2022 10:43:27,0:45:00,1.32663,103.73952,1.32424,103.74304,0.4725476783554544
'2352833488269785417',minor,CONGESTION,02/23/2022 10:01:01,02/23/2022 10:17:31,0:16:30,1.29998,103.77891,1.30017,103.77862,0.03851005214108958
'2973901960308226662',minor,CONGESTION,02/23/2022 10:04:27,02/23/2022 10:34:27,0:30:00,1.35266,103.72998,1.34851,103.73472,0.6991721489437046
'3680069034591163040',minor,CONGESTION,02/23/2022 10:04:57,02/23/2022 10:19:57,0:15:00,1.30966,103.76491,1.31227,103.7624,0.40164736777751436
'2656905336012239208',minor,CONGESTION,02/23/2022 10:05:27,02/23/2022 10:20:27,0:15:00,1.36833,103.71479,1.37633,103.72946,1.8568444853336024
'4494700311022840757',minor,CONGESTION,02/23/2022 10:06:57,02/23/2022 10:21:57,0:15:00,1.30966,103.76491,1.31227,103.7624,0.40164736777751436
'3715369080277740836',minor,CONGESTION,02/23/2022 10:07:27,02/23/2022 10:22:27,0:15:00,1.28757,103.79538,1.28571,103.79831,0.38552674133186526
'4316014421118514792',minor,CONGESTION,02/23/2022 10:09:27,02/23/2022 10:24:27,0:15:00,1.38161,103.73561,1.38438,103.73884,0.4722553438588144
'151348381298212971',minor,CONGESTION,02/23/2022 10:09:01,02/23/2022 10:23:31,0:14:30,1.30328,103.77327,1.30533,103.76934,0.49262385587572105
'4427970022646861707',minor,CONGESTION,02/23/2022 10:08:57,02/23/2022 10:23:57,0:15:00,1.30966,103.76491,1.31227,103.7624,0.40164736777751436
'3438133422313741644',minor,CONGESTION,02/23/2022 10:11:27,02/23/2022 10:56:27,0:45:00,1.38161,103.73561,1.38438,103.73884,0.4722553438588144
'549569634344999046',minor,CONGESTION,02/23/2022 10:12:27,02/23/2022 10:27:27,0:15:00,1.42544,103.78963,1.42417,103.7922,0.31861966163109523
'4626062895473529149',minor,CONGESTION,02/23/2022 10:14:27,02/23/2022 10:44:27,0:30:00,1.39068,103.76672,1.39051,103.77144,0.5256105317191164
'131171470600595430',minor,CONGESTION,02/23/2022 10:13:57,02/23/2022 11:28:57,1:15:00,1.41404,103.77132,1.41771,103.77126,0.40586500889847116
'2543837617964291760',minor,CONGESTION,02/23/2022 10:14:57,02/23/2022 10:29:57,0:15:00,1.30966,103.76491,1.31227,103.7624,0.40164736777751436
'407431547274172649',minor,CONGESTION,02/23/2022 10:14:27,02/23/2022 10:29:27,0:15:00,1.29998,103.77891,1.29725,103.78346,0.5895253921678295
'4536833871882471769',minor,CONGESTION,02/23/2022 10:14:27,02/23/2022 10:29:27,0:15:00,1.34365,103.74506,1.34499,103.74022,0.5586469902582565
'2887301688380166665',minor,CONGESTION,02/23/2022 10:15:27,02/23/2022 10:30:27,0:15:00,1.41945,103.80001,1.4212,103.79728,0.36020109738869827
'1538152715093393354',minor,CONGESTION,02/23/2022 10:22:31,02/23/2022 10:37:31,0:15:00,1.38882,103.75523,1.38884,103.75669,0.16249408091373255
'4008185617094323202',minor,CONGESTION,02/23/2022 10:24:27,02/23/2022 10:39:27,0:15:00,1.34294,103.74631,1.34499,103.74022,0.7146529396423449
'1826113317263598634',minor,CONGESTION,02/23/2022 10:24:31,02/23/2022 10:39:31,0:15:00,1.35674,103.71569,1.35736,103.71436,0.16311968912198466
'3138303769980258547',minor,CONGESTION,02/23/2022 10:29:57,02/23/2022 10:44:57,0:15:00,1.31312,103.84493,1.31801,103.85012,0.7911931660106053
'2737702635650725577',minor,CONGESTION,02/23/2022 10:31:57,02/23/2022 11:01:57,0:30:00,1.39518,103.90579,1.39743,103.90255,0.438073161313924
'4507448242965344577',minor,CONGESTION,02/23/2022 10:32:27,02/23/2022 11:02:27,0:30:00,1.32914,103.86588,1.32578,103.87121,0.6999228153490491
'786221588945145530',minor,CONGESTION,02/23/2022 10:33:27,02/23/2022 11:03:27,0:30:00,1.41925,103.80028,1.4212,103.79728,0.397432630689748
'55264398274652893',minor,CONGESTION,02/23/2022 10:32:27,02/23/2022 11:02:27,0:30:00,1.39068,103.76672,1.39051,103.77144,0.5256105317191164
'2922881433802338718',minor,CONGESTION,02/23/2022 10:35:27,02/23/2022 10:50:27,0:15:00,1.34453,103.95032,1.34878,103.95537,0.7325988165791506
'4388848730958981941',minor,CONGESTION,02/23/2022 10:34:01,02/23/2022 10:47:31,0:13:30,1.38882,103.75523,1.38884,103.75669,0.16249408091373255
'2827202187398718060',minor,CONGESTION,02/23/2022 10:34:16,02/23/2022 11:05:31,0:31:15,1.36218,103.70876,1.35576,103.71904,1.3463963673486403
'2252254780523896378',minor,CONGESTION,02/23/2022 10:35:57,02/23/2022 11:35:57,1:00:00,1.40119,103.77354,1.40644,103.77234,0.5956807453584055
'730206518913174725',minor,CONGESTION,02/23/2022 10:37:27,02/23/2022 11:07:27,0:30:00,1.32088,103.75471,1.31607,103.75895,0.7110149500984776
'1414643777136846343',minor,CONGESTION,02/23/2022 10:45:27,02/23/2022 11:00:27,0:15:00,1.34409,103.9498,1.34878,103.95537,0.8082033502396319
'920532779481622422',minor,CONGESTION,02/23/2022 10:46:57,02/23/2022 11:01:57,0:15:00,1.30966,103.76491,1.31227,103.7624,0.40164736777751436
'4597397807572351685',minor,CONGESTION,02/23/2022 10:47:46,02/23/2022 11:03:31,0:15:45,1.33952,103.77815,1.34088,103.77879,0.16639625957290224
'1452593813702253401',minor,CONGESTION,02/23/2022 10:48:57,02/23/2022 11:03:57,0:15:00,1.30966,103.76491,1.31227,103.7624,0.40164736777751436
'1777560731516283047',minor,CONGESTION,02/23/2022 10:48:57,02/23/2022 11:03:57,0:15:00,1.4241,103.77104,1.4283,103.76986,0.48262324259030026
'3939622338939496776',minor,CONGESTION,02/23/2022 10:50:57,02/23/2022 11:05:57,0:15:00,1.4241,103.77104,1.4283,103.76986,0.48262324259030026
'2062145782391525125',minor,CONGESTION,02/23/2022 10:52:57,02/23/2022 11:07:57,0:15:00,1.33939,103.8621,1.33335,103.8625,0.6693541868246409
'3403491740688005255',minor,CONGESTION,02/23/2022 10:55:27,02/23/2022 11:10:27,0:15:00,1.38161,103.73561,1.38438,103.73884,0.4722553438588144
'2845384497268140955',minor,CONGESTION,02/23/2022 10:55:57,02/23/2022 11:10:57,0:15:00,1.39518,103.90579,1.39743,103.90255,0.438073161313924
'1049532197766988236',minor,CONGESTION,02/23/2022 10:56:57,02/23/2022 11:11:57,0:15:00,1.3381,103.8623,1.33335,103.8625,0.5257020797834391
'94271343898259827',minor,CONGESTION,02/23/2022 10:57:27,02/23/2022 11:27:27,0:30:00,1.41894,103.80067,1.4212,103.79728,0.4525188071106177
'1968764088730931800',minor,CONGESTION,02/23/2022 10:56:27,02/23/2022 11:11:27,0:15:00,1.42544,103.78963,1.42417,103.7922,0.31861966163109523
'2205643642893501718',minor,CONGESTION,02/23/2022 10:57:57,02/23/2022 11:12:57,0:15:00,1.31312,103.84493,1.31801,103.85012,0.7911931660106053
'1939422916291337878',minor,CONGESTION,02/23/2022 11:16:27,02/23/2022 11:31:27,0:15:00,1.42544,103.78963,1.42417,103.7922,0.31861966163109523
'3896837170998199201',minor,CONGESTION,02/23/2022 11:19:27,02/23/2022 11:34:27,0:15:00,1.42519,103.77641,1.42665,103.78353,0.8086301791081806
'2041264504807378341',minor,CONGESTION,02/23/2022 11:25:27,02/23/2022 11:40:27,0:15:00,1.41894,103.80067,1.4212,103.79728,0.4525188071106177
'104714446123717743',minor,CONGESTION,02/23/2022 11:26:27,02/23/2022 11:41:27,0:15:00,1.42544,103.78963,1.42417,103.7922,0.31861966163109523
'3461811423044701879',minor,CONGESTION,02/23/2022 11:30:57,02/23/2022 11:45:57,0:15:00,1.30966,103.76491,1.31227,103.7624,0.40164736777751436
'636103407186001902',minor,CONGESTION,02/23/2022 11:38:27,02/23/2022 12:08:27,0:30:00,1.42544,103.78963,1.42417,103.7922,0.31861966163109523
'678721842436502984',minor,CONGESTION,02/23/2022 11:40:16,02/23/2022 11:53:31,0:13:15,1.2825,103.86109,1.28211,103.86093,0.04665590442140206
'2338250095018371106',minor,CONGESTION,02/23/2022 11:44:57,02/23/2022 11:59:31,0:14:34,1.30451,103.84025,1.3045,103.84025,0.001105748512980041
'140914583212695538',minor,CONGESTION,02/23/2022 11:57:31,02/23/2022 12:11:31,0:14:00,1.3149,103.84599,1.31648,103.8475,0.2424113280990014
'4568072287900301324',minor,CONGESTION,02/23/2022 12:01:57,02/23/2022 12:16:57,0:15:00,1.39518,103.90579,1.39743,103.90255,0.438073161313924
'1861783383770305829',minor,CONGESTION,02/23/2022 13:11:16,02/23/2022 13:25:47,0:14:31,1.36005,103.9612,1.36013,103.96116,0.009902915083110477
'2445310812340045257',minor,CONGESTION,02/23/2022 20:45:20,02/23/2022 20:58:05,0:12:45,1.42149,103.60036,1.41576,103.59713,0.7284559556904892
'2706141632313541480',minor,CONGESTION,02/23/2022 20:50:50,02/23/2022 21:06:05,0:15:15,1.39278,103.58894,1.39267,103.58901,0.01444402227938259
'163006060153759865',minor,CONGESTION,02/23/2022 22:54:57,02/23/2022 23:09:57,0:15:00,1.35223,103.8574,1.34714,103.85915,0.5955694799670505
'2090810377627568074',minor,CONGESTION,02/23/2022 23:12:57,02/23/2022 23:27:57,0:15:00,1.35223,103.8574,1.34714,103.85915,0.5955694799670505
'4557188831156380326',minor,CONGESTION,02/23/2022 23:17:05,02/23/2022 23:30:05,0:13:00,1.50789,103.60694,1.50669,103.60731,0.13893146858756703
'1396043667165759387',minor,CONGESTION,02/23/2022 23:16:27,02/24/2022 00:01:27,0:45:00,1.36495,103.95535,1.3627,103.95901,0.4772876287917752
'15923993247013360',minor,CONGESTION,02/23/2022 23:22:27,02/24/2022 00:07:27,0:45:00,1.36151,103.70372,1.35692,103.69964,0.6810014740082493
'1852625553354102070',minor,CONGESTION,02/23/2022 23:22:57,02/23/2022 23:37:57,0:15:00,1.32483,103.72585,1.32263,103.71606,1.1163561184801167
'30542993406930328',minor,CONGESTION,02/23/2022 23:22:27,02/23/2022 23:37:27,0:15:00,1.32576,103.83212,1.3268,103.82932,0.332154055621178
'3185250010918585319',minor,CONGESTION,02/23/2022 23:24:57,02/23/2022 23:39:57,0:15:00,1.32349,103.71994,1.32263,103.71606,0.4421523617078496
'3594463981887564661',minor,CONGESTION,02/23/2022 23:27:27,02/23/2022 23:42:27,0:15:00,1.41894,103.80067,1.4212,103.79728,0.4525188071106177
'3961529233030134786',minor,CONGESTION,02/23/2022 23:26:59,02/23/2022 23:51:32,0:24:33,1.32927,103.85679,1.32718,103.83678,2.2388678871031726
'1773680971087704824',minor,CONGESTION,02/23/2022 23:29:27,02/23/2022 23:44:27,0:15:00,1.32927,103.85679,1.33018,103.85969,0.3380624679469244
'3049517235095540236',minor,CONGESTION,02/23/2022 23:33:27,02/23/2022 23:48:27,0:15:00,1.32826,103.82437,1.33113,103.81875,0.7013532628030358
'3056601557190678705',minor,CONGESTION,02/23/2022 23:37:27,02/23/2022 23:52:27,0:15:00,1.32862,103.86705,1.32967,103.86402,0.35663598383506917
'3999605005733583151',minor,CONGESTION,02/23/2022 23:37:27,02/24/2022 00:22:27,0:45:00,1.32931,103.82309,1.32724,103.82558,0.35941819087950394
'4313368036456436014',minor,CONGESTION,02/23/2022 23:36:27,02/23/2022 23:51:27,0:15:00,1.32576,103.83212,1.3268,103.82932,0.332154055621178
'639915060719944985',minor,CONGESTION,02/23/2022 23:37:27,02/24/2022 00:07:27,0:30:00,1.41894,103.80067,1.4212,103.79728,0.4525188071106177
'896470654950269039',minor,CONGESTION,02/23/2022 23:41:27,02/23/2022 23:56:27,0:15:00,1.32862,103.86705,1.32967,103.86402,0.35663598383506917
'1942420245620202573',minor,CONGESTION,02/23/2022 23:43:27,02/24/2022 00:28:27,0:45:00,1.33414,103.81809,1.33214,103.81627,0.2998874801483894
'1963819779710845876',minor,CONGESTION,02/23/2022 23:43:57,02/23/2022 23:58:57,0:15:00,1.37892,103.9142,1.37692,103.91103,0.4163676071372084
'2580944812279811428',minor,CONGESTION,02/23/2022 23:47:27,02/24/2022 00:02:27,0:15:00,1.322,103.70296,1.3223,103.69993,0.33883657627684866
'3825057183779199615',minor,CONGESTION,02/23/2022 23:49:27,02/24/2022 00:04:27,0:15:00,1.32869,103.86682,1.32967,103.86402,0.32991544752435625
'618128929999186370',minor,CONGESTION,02/23/2022 23:48:57,02/24/2022 00:18:57,0:30:00,1.34999,103.85814,1.34714,103.85915,0.33458390516605674
'1890278500698056521',minor,CONGESTION,02/23/2022 23:51:27,02/24/2022 00:06:27,0:15:00,1.32862,103.86705,1.32967,103.86402,0.35663598383506917
'1121918402990105115',minor,CONGESTION,02/23/2022 23:53:27,02/24/2022 00:08:27,0:15:00,1.3264,103.83434,1.32724,103.83699,0.30919881734864935
'4204713208421715788',minor,CONGESTION,02/23/2022 23:53:27,02/24/2022 00:08:27,0:15:00,1.32814,103.86819,1.32967,103.86402,0.4939537956561235
'3084848255263526839',minor,CONGESTION,02/23/2022 23:52:27,02/24/2022 00:07:27,0:15:00,1.3607,103.71053,1.35717,103.71468,0.6046978804944624
'2061411736334886570',minor,CONGESTION,02/23/2022 23:52:27,02/24/2022 00:07:27,0:15:00,1.4239,103.79235,1.42612,103.78679,0.6656617531125721
'140668029363180329',minor,CONGESTION,02/23/2022 23:53:27,02/24/2022 00:08:27,0:15:00,1.32936,103.85711,1.33018,103.85969,0.3011037662098551
'4459782148573343422',minor,CONGESTION,02/23/2022 23:57:27,02/24/2022 00:12:27,0:15:00,1.41894,103.80067,1.4212,103.79728,0.4525188071106177
'113887499703343474',minor,CONGESTION,02/23/2022 23:56:57,02/24/2022 00:11:57,0:15:00,1.42404,103.77469,1.42199,103.77296,0.2974030984980084
'736734528623688926',minor,CONGESTION,02/23/2022 23:59:57,02/24/2022 00:14:57,0:15:00,1.37892,103.9142,1.37692,103.91103,0.4163676071372084
'4321247425008198149',minor,CONGESTION,02/24/2022 00:02:01,02/24/2022 00:21:32,0:19:31,1.39918,103.89859,1.39879,103.89969,0.12978896769527526
'4412573097496398114',minor,CONGESTION,02/24/2022 00:03:57,02/24/2022 00:18:57,0:15:00,1.40358,103.77328,1.39646,103.77399,0.7912485527872437
'3002828676770583409',minor,CONGESTION,02/24/2022 00:05:27,02/24/2022 00:20:27,0:15:00,1.32187,103.70436,1.3223,103.69993,0.49530240166254214
'2891708772991391786',minor,CONGESTION,02/24/2022 00:07:27,02/24/2022 00:22:27,0:15:00,1.3385,103.80738,1.33404,103.81299,0.7956149787344203
'3452202156050731121',minor,CONGESTION,02/24/2022 00:08:27,02/24/2022 01:08:27,1:00:00,1.36681,103.94828,1.3627,103.95901,1.2776786841788954
'4053807306623384100',minor,CONGESTION,02/24/2022 00:07:57,02/24/2022 00:37:57,0:30:00,1.39733,103.77381,1.40644,103.77234,1.0205347966908143
'485577722102016617',minor,CONGESTION,02/24/2022 00:11:27,02/24/2022 00:26:27,0:15:00,1.38411,103.73879,1.38144,103.73567,0.4557663012146811
'3385826841677001592',minor,CONGESTION,02/24/2022 00:05:27,02/24/2022 00:20:27,0:15:00,1.32187,103.70436,1.3223,103.69993,0.49530240166254214
'4117059424523944745',minor,CONGESTION,02/24/2022 00:12:27,02/24/2022 00:27:27,0:15:00,1.42558,103.78923,1.42417,103.7922,0.36544473971533104
'3241869180472145153',minor,CONGESTION,02/24/2022 00:13:16,02/24/2022 00:31:31,0:18:15,1.39743,103.90255,1.39964,103.89704,0.660089104444744
'3264444233035319032',minor,CONGESTION,02/24/2022 00:15:27,02/24/2022 00:30:27,0:15:00,1.32187,103.70436,1.3223,103.69993,0.49530240166254214
'3452298287707693044',minor,CONGESTION,02/24/2022 00:15:27,02/24/2022 00:30:27,0:15:00,1.41894,103.80067,1.4212,103.79728,0.4525188071106177
'3656904817279272011',minor,CONGESTION,02/24/2022 00:16:27,02/24/2022 00:31:27,0:15:00,1.32584,103.72934,1.32424,103.74304,1.5349023269811708
'224088551234601587',minor,CONGESTION,02/24/2022 00:18:57,02/24/2022 00:33:57,0:15:00,1.42404,103.77469,1.42199,103.77296,0.2974030984980084
'922397768911767660',minor,CONGESTION,02/24/2022 00:21:27,02/24/2022 00:36:27,0:15:00,1.38411,103.73879,1.38144,103.73567,0.4557663012146811
'2768208623288423150',minor,CONGESTION,02/24/2022 00:20:27,02/24/2022 00:50:27,0:30:00,1.4239,103.79235,1.42612,103.78679,0.6656617531125721
'882886557856482809',minor,CONGESTION,02/24/2022 00:15:27,02/24/2022 00:30:27,0:15:00,1.32187,103.70436,1.3223,103.69993,0.49530240166254214
'3035030743137166462',minor,CONGESTION,02/24/2022 00:23:27,02/24/2022 01:23:27,1:00:00,1.32862,103.86705,1.32967,103.86402,0.35663598383506917
'3211172702761973553',minor,CONGESTION,02/24/2022 00:23:31,02/24/2022 00:43:31,0:20:00,1.39387,103.77391,1.38908,103.77452,0.5339865591844686
'4442141546425728114',minor,CONGESTION,02/24/2022 00:26:57,02/24/2022 00:41:57,0:15:00,1.28583,103.79784,1.28759,103.795,0.3711775929795655
'4016706167022484670',minor,CONGESTION,02/24/2022 00:28:27,02/24/2022 00:43:27,0:15:00,1.35925,103.7017,1.35692,103.69964,0.34487039974079065
'296483432811323662',minor,CONGESTION,02/24/2022 00:28:27,02/24/2022 00:43:27,0:15:00,1.42544,103.78963,1.42417,103.7922,0.31861966163109523
'1406778222730010275',minor,CONGESTION,02/24/2022 00:29:57,02/24/2022 00:44:57,0:15:00,1.40119,103.77354,1.40644,103.77234,0.5956807453584055
'779066414153303250',minor,CONGESTION,02/24/2022 00:29:57,02/24/2022 00:44:57,0:15:00,1.40607,103.77261,1.39646,103.77399,1.0736655053056838
'45151486127014433',minor,CONGESTION,02/24/2022 00:31:27,02/24/2022 01:16:27,0:45:00,1.33132,103.81879,1.32724,103.82558,0.8800853296562959
'644549144569652129',minor,CONGESTION,02/24/2022 00:30:27,02/24/2022 01:00:27,0:30:00,1.39068,103.76672,1.39051,103.77144,0.5256105317191164
'2761470334298385914',minor,CONGESTION,02/24/2022 00:32:27,02/24/2022 01:47:27,1:15:00,1.35208,103.69569,1.34769,103.69234,0.6120695428401776
'3808861458787744111',minor,CONGESTION,02/24/2022 00:33:27,02/24/2022 00:48:27,0:15:00,1.33864,103.67792,1.33385,103.67617,0.5643253519354033
'2672453892631778902',minor,CONGESTION,02/24/2022 00:33:27,02/24/2022 00:48:27,0:15:00,1.33414,103.81809,1.33214,103.81627,0.2998874801483894
'975665583518293689',minor,CONGESTION,02/24/2022 00:35:27,02/24/2022 00:50:27,0:15:00,1.32936,103.82257,1.33113,103.81875,0.4680149472780681
'312130847126920201',minor,CONGESTION,02/24/2022 00:36:57,02/24/2022 00:51:57,0:15:00,1.2823,103.83358,1.28066,103.83063,0.3750643132256985
'1327937153515559584',minor,CONGESTION,02/24/2022 00:39:27,02/24/2022 01:24:27,0:45:00,1.32187,103.70436,1.3223,103.69993,0.49530240166254214
'3632033891813021163',minor,CONGESTION,02/24/2022 00:38:27,02/24/2022 00:53:27,0:15:00,1.42558,103.78923,1.42417,103.7922,0.36544473971533104
'1036329234901560025',minor,CONGESTION,02/24/2022 00:39:16,02/24/2022 01:03:31,0:24:15,1.384,103.77519,1.39078,103.7743,0.7562123422413531
'4544209279698860915',minor,CONGESTION,02/24/2022 00:38:57,02/24/2022 00:53:57,0:15:00,1.2823,103.83358,1.28066,103.83063,0.3750643132256985
'4552066395586436047',minor,CONGESTION,02/24/2022 00:38:27,02/24/2022 02:08:27,1:30:00,1.36126,103.7035,1.35692,103.69964,0.6440748230594967
'2693081636009916425',minor,CONGESTION,02/24/2022 00:39:46,02/24/2022 00:53:31,0:13:45,1.38943,103.75129,1.38961,103.7504,0.10102545063474182
'3828820732355386660',minor,CONGESTION,02/24/2022 00:47:01,02/24/2022 00:59:31,0:12:30,1.38984,103.74887,1.38984,103.74887,0.0
'4476263582280374294',minor,CONGESTION,02/24/2022 00:48:27,02/24/2022 01:03:27,0:15:00,1.39068,103.76672,1.39051,103.77144,0.5256105317191164
'4096336097117255643',minor,CONGESTION,02/24/2022 00:52:27,02/24/2022 01:22:27,0:30:00,1.32576,103.74079,1.32424,103.74304,0.3015793926634306
'892602929234109192',minor,CONGESTION,02/24/2022 00:55:27,02/24/2022 01:10:27,0:15:00,1.33414,103.81809,1.33214,103.81627,0.2998874801483894
'3849615657917759472',minor,CONGESTION,02/24/2022 00:54:57,02/24/2022 01:09:57,0:15:00,1.42404,103.77469,1.42199,103.77296,0.2974030984980084
'1666599806866937027',minor,CONGESTION,02/24/2022 00:56:46,02/24/2022 01:09:31,0:12:45,1.3667,103.94875,1.36703,103.94736,0.15893585609880678
'4186486862414834158',minor,CONGESTION,02/24/2022 00:55:35,02/24/2022 01:09:31,0:13:56,1.38949,103.74592,1.38984,103.74887,0.3305698330373345
'857512011636000558',minor,CONGESTION,02/24/2022 00:56:27,02/24/2022 01:26:27,0:30:00,1.36495,103.95535,1.3627,103.95901,0.4772876287917752
'1278640734876622187',minor,CONGESTION,02/24/2022 00:57:31,02/24/2022 01:11:31,0:14:00,1.39052,103.77433,1.39078,103.7743,0.028942684775141326
'4270751032698409314',minor,CONGESTION,02/24/2022 00:57:57,02/24/2022 01:27:57,0:30:00,1.28603,103.83823,1.28777,103.8408,0.34470994683759476
'1459002946453455892',minor,CONGESTION,02/24/2022 01:01:16,02/24/2022 01:31:31,0:30:15,1.38961,103.7504,1.38984,103.74887,0.17215792324142642
'2506433996057799044',minor,CONGESTION,02/24/2022 01:03:27,02/24/2022 01:18:27,0:15:00,1.38975,103.74963,1.38913,103.75281,0.3604718513028658
'3728827053851295916',minor,CONGESTION,02/24/2022 01:01:46,02/24/2022 01:15:31,0:13:45,1.36204,103.70873,1.36151,103.70372,0.5606257060778918
'330126345999855505',minor,CONGESTION,02/24/2022 01:02:27,02/24/2022 01:32:27,0:30:00,1.39068,103.76672,1.39051,103.77144,0.5256105317191164
'2361761324566699868',minor,CONGESTION,02/24/2022 01:04:57,02/24/2022 01:19:57,0:15:00,1.28573,103.79799,1.28759,103.795,0.3911908880009748
'1086960966534599394',minor,CONGESTION,02/24/2022 01:08:57,02/24/2022 01:23:57,0:15:00,1.33296,103.86236,1.32961,103.86243,0.37050773980452817
'3174889116515917616',minor,CONGESTION,02/24/2022 01:09:01,02/24/2022 01:21:31,0:12:30,1.42632,103.78574,1.42649,103.78295,0.31105429707225324
'1429568657324492364',minor,CONGESTION,02/24/2022 01:09:27,02/24/2022 01:24:27,0:15:00,1.32694,103.86989,1.32967,103.86402,0.7196444430358715
