model,city,seed,depth,tod,#datapoints,#datapoints-train-sample-mean,#datapoints-test-sample-mean,np.mean(lr_object.scores_MSE),np.std(lr_object.scores_MSE),np.mean(lr_object.scores_QWK),np.std(lr_object.scores_QWK),num_splits
linearregression,Istanbul,215,1,6,"(189, 16)",126.0,63.0,0.9703439080373989,0.0,0.1835564053537285,2.7755575615628914e-17,7
ridge,Istanbul,215,1,6,"(189, 16)",126.0,63.0,0.9280431309469075,1.1102230246251565e-16,0.1534460338101431,0.0,7
randomforestregressor,Istanbul,225,1,6,"(172, 16)",115.0,57.0,1.2694423120954101,0.03685045230541397,0.1521122271940015,0.03190616867606564,7
gradientboostingregressor,Istanbul,225,1,6,"(172, 16)",115.0,57.0,1.3060952648126698,0.028168476388353594,0.20378532121117723,0.03039391786991621,7
lasso,Istanbul,225,1,6,"(172, 16)",115.0,57.0,1.2634381240545085,0.0,0.0,0.0,7
linearregression,Istanbul,225,1,6,"(172, 16)",115.0,57.0,1.4519275030794836,2.220446049250313e-16,0.040246406570841886,0.0,7
ridge,Istanbul,225,1,6,"(172, 16)",115.0,57.0,1.411608518173447,2.220446049250313e-16,0.04508790072388824,0.0,7
randomforestregressor,Istanbul,235,1,6,"(187, 16)",125.0,62.0,1.1916501648608002,0.1278508211524157,-0.003334950620509512,0.06711041616749722,7
gradientboostingregressor,Istanbul,235,1,6,"(187, 16)",125.0,62.0,1.618252969105555,0.06921229017718736,-0.145950060557846,0.012486753143173655,7
lasso,Istanbul,235,1,6,"(187, 16)",125.0,62.0,0.9299443721774373,1.1102230246251565e-16,0.0,0.0,7
linearregression,Istanbul,235,1,6,"(187, 16)",125.0,62.0,0.8665439639982229,1.1102230246251565e-16,0.2627027027027027,0.0,7
ridge,Istanbul,235,1,6,"(187, 16)",125.0,62.0,0.8486069686514879,1.1102230246251565e-16,0.2806260118726389,0.0,7
randomforestregressor,Istanbul,245,1,6,"(175, 16)",117.0,58.0,1.7418610909676755,0.05834139259242337,0.0018593148639564547,0.030113130772718617,7
gradientboostingregressor,Istanbul,245,1,6,"(175, 16)",117.0,58.0,1.8111163240291543,0.006822363790148967,0.03323975294778214,0.017836074992581084,7
lasso,Istanbul,245,1,6,"(175, 16)",117.0,58.0,1.5479479983807123,0.0,0.0,0.0,7
linearregression,Istanbul,245,1,6,"(175, 16)",117.0,58.0,1.6074466813244466e+24,0.0,0.00405029111467381,0.0,7
ridge,Istanbul,245,1,6,"(175, 16)",117.0,58.0,1.6397628396175885,4.440892098500626e-16,0.010101010101010055,0.0,7
randomforestregressor,Istanbul,255,1,6,"(152, 16)",101.0,51.0,1.2220522796080886,0.03981908847799536,-0.09788071955599577,0.03452095695485682,7
gradientboostingregressor,Istanbul,255,1,6,"(152, 16)",101.0,51.0,1.6176898173774017,0.267957578198976,0.0002732638685360048,0.056648911586900774,7
lasso,Istanbul,255,1,6,"(152, 16)",101.0,51.0,1.052334521394818,0.0,0.0,0.0,7
linearregression,Istanbul,255,1,6,"(152, 16)",101.0,51.0,1.5201495083295176,2.220446049250313e-16,-0.09828823854224189,0.0,7
ridge,Istanbul,255,1,6,"(152, 16)",101.0,51.0,1.3354243034719881,2.220446049250313e-16,0.014656895403064585,0.0,7
randomforestregressor,Istanbul,265,1,6,"(158, 16)",105.0,53.0,2.1442901265662466,0.26259318140756394,-0.08392731646517945,0.0209848293143171,7
gradientboostingregressor,Istanbul,265,1,6,"(158, 16)",105.0,53.0,1.9523153420722958,0.0626297368259201,0.013607789257445642,0.006156458478714749,7
lasso,Istanbul,265,1,6,"(158, 16)",105.0,53.0,1.136546905495206,0.0,0.0,0.0,7
linearregression,Istanbul,265,1,6,"(158, 16)",105.0,53.0,1.7898666307015232,0.0,0.06450207016779252,0.0,7
ridge,Istanbul,265,1,6,"(158, 16)",105.0,53.0,1.5108036189540335,2.220446049250313e-16,0.020168067226890796,0.0,7
randomforestregressor,Istanbul,275,1,6,"(157, 16)",105.0,52.0,2.107153997621231,0.03720987215499711,-0.14509125966507505,0.017727013983315384,7
gradientboostingregressor,Istanbul,275,1,6,"(157, 16)",105.0,52.0,2.4979929842832607,0.054688670534290405,-0.1646665188019112,0.008779316392597766,7
lasso,Istanbul,275,1,6,"(157, 16)",105.0,52.0,1.5136074656395404,2.220446049250313e-16,0.0,0.0,7
linearregression,Istanbul,275,1,6,"(157, 16)",105.0,52.0,1.7593689202531164,0.0,-0.06804979253112031,0.0,7
ridge,Istanbul,275,1,6,"(157, 16)",105.0,52.0,1.756659142623841,0.0,-0.047266748869708275,0.0,7
randomforestregressor,Istanbul,285,1,6,"(146, 16)",97.0,49.0,1.1227047628876925,0.023413824581588118,0.0799869692177008,0.03047935327015499,7
gradientboostingregressor,Istanbul,285,1,6,"(146, 16)",97.0,49.0,1.3897951399054302,0.015432139768923197,0.11352053788349632,0.02822199025857914,7
lasso,Istanbul,285,1,6,"(146, 16)",97.0,49.0,1.0974685986642607,2.220446049250313e-16,0.0,0.0,7
linearregression,Istanbul,285,1,6,"(146, 16)",97.0,49.0,1.1244308945899009,0.0,0.10806125397284017,0.0,7
ridge,Istanbul,285,1,6,"(146, 16)",97.0,49.0,1.1206954650472165,0.0,0.10806125397284017,0.0,7
randomforestregressor,Istanbul,295,1,6,"(149, 16)",99.0,50.0,1.143601043196675,0.01641224707225208,-0.02272645717563959,0.01979401390562215,7
gradientboostingregressor,Istanbul,295,1,6,"(149, 16)",99.0,50.0,2.094521906619002,0.0673424145525011,-0.046927649505887424,0.049009681049513046,7
lasso,Istanbul,295,1,6,"(149, 16)",99.0,50.0,0.9709695043430705,0.0,0.0,0.0,7
linearregression,Istanbul,295,1,6,"(149, 16)",99.0,50.0,0.966712700673093,1.1102230246251565e-16,0.1455912508544087,2.7755575615628914e-17,7
ridge,Istanbul,295,1,6,"(149, 16)",99.0,50.0,0.9329739533824772,1.1102230246251565e-16,0.2236024844720496,5.551115123125783e-17,7
randomforestregressor,Istanbul,305,1,6,"(133, 16)",89.0,44.0,1.4496318211105523,0.05143990774124591,0.0828157411363771,0.048090843113650486,7
gradientboostingregressor,Istanbul,305,1,6,"(133, 16)",89.0,44.0,2.084487056083409,0.05173442845292064,-0.0060656337095396085,0.007365485675899074,7
lasso,Istanbul,305,1,6,"(133, 16)",89.0,44.0,1.47356382167939,0.0,0.0,0.0,7
linearregression,Istanbul,305,1,6,"(133, 16)",89.0,44.0,46.008817379135515,7.105427357601002e-15,0.17160493827160495,0.0,7
ridge,Istanbul,305,1,6,"(133, 16)",89.0,44.0,1.3805722632725335,0.0,0.26050420168067223,0.0,7
randomforestregressor,Istanbul,315,1,6,"(135, 16)",90.0,45.0,1.5285329918545716,0.036653593402455144,0.0964767559196479,0.056606098317437334,7
gradientboostingregressor,Istanbul,315,1,6,"(135, 16)",90.0,45.0,1.7470426635161715,0.023518047018093177,0.13726021944007663,0.009199497620252165,7
lasso,Istanbul,315,1,6,"(135, 16)",90.0,45.0,1.441458562960605,0.0,0.0,0.0,7
linearregression,Istanbul,315,1,6,"(135, 16)",90.0,45.0,1.4569743085379465,2.220446049250313e-16,0.12668463611859837,0.0,7
ridge,Istanbul,315,1,6,"(135, 16)",90.0,45.0,1.4346899812527407,2.220446049250313e-16,0.12329863891112891,0.0,7
randomforestregressor,Istanbul,325,1,6,"(132, 16)",88.0,44.0,1.6498415022178843,0.16818053847028783,0.08052033347143597,0.02942214509754676,7
gradientboostingregressor,Istanbul,325,1,6,"(132, 16)",88.0,44.0,1.2787111071118298,0.0263123853422661,0.14450823883395736,0.012087721522402523,7
lasso,Istanbul,325,1,6,"(132, 16)",88.0,44.0,1.1736006662142044,2.220446049250313e-16,0.0,0.0,7
linearregression,Istanbul,325,1,6,"(132, 16)",88.0,44.0,1.3503212795071422,0.0,0.01666666666666672,0.0,7
ridge,Istanbul,325,1,6,"(132, 16)",88.0,44.0,1.2875605625192053,0.0,0.04424778761061943,0.0,7
randomforestregressor,Istanbul,335,1,6,"(117, 16)",78.0,39.0,1.9284431977992562,0.07248236253342935,-0.13547006664061234,0.04261671842000682,7
gradientboostingregressor,Istanbul,335,1,6,"(117, 16)",78.0,39.0,2.715089988214424,0.07650999516715659,-0.10566140731162123,0.029451557114439978,7
lasso,Istanbul,335,1,6,"(117, 16)",78.0,39.0,0.9208452357822486,0.0,0.0,0.0,7
linearregression,Istanbul,335,1,6,"(117, 16)",78.0,39.0,44.830656117250264,7.105427357601002e-15,-0.03231915162226984,0.0,7
ridge,Istanbul,335,1,6,"(117, 16)",78.0,39.0,1.38379082638189,2.220446049250313e-16,-0.21315655277919432,0.0,7
randomforestregressor,Istanbul,345,1,6,"(124, 16)",83.0,41.0,1.5360158797115813,0.05458587870212352,0.1542139164252449,0.0601348393280782,7
gradientboostingregressor,Istanbul,345,1,6,"(124, 16)",83.0,41.0,1.3275158691593678,0.010248684455080337,0.191041821211308,0.03920090038081993,7
lasso,Istanbul,345,1,6,"(124, 16)",83.0,41.0,1.4358384184574906,2.220446049250313e-16,0.0,0.0,7
linearregression,Istanbul,345,1,6,"(124, 16)",83.0,41.0,1.4177732152852625,2.220446049250313e-16,0.20388349514563098,0.0,7
ridge,Istanbul,345,1,6,"(124, 16)",83.0,41.0,1.3649705691567868,0.0,0.20388349514563098,0.0,7
