NID,PC,DE,LE,TY,FF
3293,2218,KPE/Kallang Paya Lebar Expy/Exit 14/Exit 1,0.89437,TR,45.2
3294,2217,Rhu Cross,1.20928,TR,34.1
3295,2230,Lower Delta Rd,0.01224,TR,26.0
3296,2229,Henderson Rd,0.85791,TR,31.9
3297,2229,Henderson Rd,0.09285,TR,26.3
3298,2230,Lower Delta Rd,0.77729,TR,34.4
3299,2227,Kg Bahru Rd,0.05429,TR,39.0
3300,2226,Sentosa Gtwy,0.29667,TR,52.6
3301,2225,Henderson Rd,1.53707,TR,50.2
3302,2224,Alexandra Rd,1.02261,TR,57.7
3303,2238,Telok Paku Rd,0.06268,TR,53.0
3304,2237,Changi Village Rd,0.602,TR,42.9
3305,2232,Changi Rd,0.01295,TR,32.0
3306,2233,Joo Chiat Pl,0.38127,TR,32.4
3307,2234,East Coast Rd,0.71883,TR,29.6
3308,2235,Marine Parade Rd,0.33471,TR,28.0
3309,2235,Marine Parade Rd,0.0109,TR,28.0
3310,2234,East Coast Rd,0.34911,TR,28.4
3311,2233,Joo Chiat Pl,0.69354,TR,31.8
3312,2232,Changi Rd,0.39422,TR,25.7
3313,2237,Changi Village Rd,0.01669,TR,30.0
3314,2238,Telok Paku Rd,0.65046,TR,48.2
3315,2224,Alexandra Rd,0.03342,TR,52.9
3316,2225,Henderson Rd,1.0697,TR,44.3
3317,2226,Sentosa Gtwy,1.52427,TR,48.0
3318,2227,Kg Bahru Rd,0.28288,TR,46.7
3319,2242,Raffles Ave,0.02211,TR,30.0
3320,2241,Raffles Blvd,0.21014,TR,27.3
3321,2240,Temasek Blvd,0.54774,TR,34.8
3322,2240,Temasek Blvd,0.1237,TR,30.3
3323,2241,Raffles Blvd,0.45576,TR,35.4
3324,2242,Raffles Ave,0.19572,TR,35.1
3325,2246,Rochor Rd,0.0524,TR,41.0
3326,2245,Temasek Ave,0.28532,TR,26.8
3327,2244,Raffles Blvd,0.29066,TR,32.8
3328,2249,Tembusu Rd,0.04931,TR,35.0
3329,2248,Jurong Island Highway,1.91189,TR,39.6
3330,2244,Raffles Blvd,0.0211,TR,30.0
3331,2245,Temasek Ave,0.39275,TR,33.3
3332,2246,Rochor Rd,0.1773,TR,32.6
3333,2248,Jurong Island Highway,0.03331,TR,37.0
3334,2249,Tembusu Rd,1.93049,TR,39.2
3335,2252,Balestier Rd,0.0334,TR,26.2
3336,2251,Rangoon Rd,0.03539,TR,18.0
3337,2251,Rangoon Rd,0.03539,TR,28.0
3338,2252,Balestier Rd,0.48311,TR,31.9
3339,2262,Keng Lee Rd/Norfolk Rd/KG Java Rd,0.03393,TR,41.5
3340,2261,Moulmein Rd,0.52361,TR,39.8
3341,2260,Newton Rd,0.16614,TR,48.8
3342,2259,Irrawaddy Rd,0.14684,TR,46.4
3343,2258,Balestier Rd,0.67152,TR,43.6
3344,2257,Whitley Rd,0.12929,TR,39.4
3345,2256,PIE/Pan Island Expy,0.317,TR,49.4
3346,2255,Marymount Rd,1.03659,TR,52.2
3347,2254,Lornie Rd/Upp Thomson Rd,0.40341,TR,43.1
3348,2271,Lor 4 Toa Payoh,0.04371,TR,26.0
3349,2270,Lor 2 Toa Payoh,0.44146,TR,29.0
3350,2268,CTE/Central Expy/Outram Flyover/Chin Swee Rd,0.10354,TR,28.5
3351,2267,Zion Rd,0.30846,TR,37.4
3352,2266,Lower Delta Rd,1.07619,TR,35.9
3353,2265,Henderson Rd,0.25102,TR,43.9
