NID,PC,DE,LE,TY,FF
2049,5190,Av Ingeniero Eduardo Molina,0.72664,TR,27.34
2050,5189,Av Congreso de la Unión,0.35134,TR,22.18
2051,5188,Av del Trabajo/C Boleo,0.59454,TR,23.8
2052,5187,Av Paseo de la Reforma,0.43529,TR,23.24
2053,5186,Av Lázaro Cárdenas,0.46642,TR,27.9
2054,5340,Prol Guerrero,0.44748,TR,25.91
2055,5185,Av Insurgentes Norte,0.32607,TR,21.93
2056,5184,C Río Consulado,0.86226,TR,27.84
2057,5183,Av Plan de San Luis,0.3028,TR,25.23
2058,5182,Calz Camarones/C Nueces,0.22102,TR,25.6
2059,5233,Av Constituyentes,0.01629,TR,31.07
2060,5232,C Gobernador Vicente Agustín Eguia,0.31241,TR,24.73
2061,5231,C Observatorio,0.27919,TR,29.14
2062,5230,C Jalisco,0.13177,TR,27.65
2063,5229,Vis/C Vis Presidente Miguel Alemán,0.23304,TR,24.17
2064,5229,Vis/C Vis Presidente Miguel Alemán,0.08317,TR,31.07
2065,5230,C Jalisco,0.04353,TR,30.01
2066,5231,C Observatorio,0.22473,TR,30.82
2067,5232,C Gobernador Vicente Agustín Eguia,0.25542,TR,27.71
2068,5233,Av Constituyentes,0.3277,TR,26.04
2069,5239,Av del Conscripto,0.00915,TR,17.4
2070,5238,C Barranca del Bosque,0.16133,TR,16.71
2071,5237,Paseo de la Soledad,0.44719,TR,22.93
2072,5236,C Paseo de los Monasterios,1.24134,TR,22.37
2073,5235,C Parque de Cádiz,0.81183,TR,20.75
2074,5234,Blvd Interlomas/C Interlomas,0.33921,TR,21.75
2075,5257,Plaza de la Constitución,0.01327,TR,14.29
2076,5256,C República del Salvador,0.17813,TR,12.68
2077,5255,C José María Izazaga,0.21756,TR,16.9
2078,5254,Fray Servando Teresa de Mier,0.15704,TR,20.51
2079,5243,Anillo Periférico,0.36599,TR,29.08
2080,5242,C del Cofre de Perote,0.82105,TR,27.4
2081,5241,C Sierra Tarahumara Poniente,0.98484,TR,28.65
2082,5240,Paseo de la Reforma,0.56922,TR,30.39
2083,5240,Paseo de la Reforma,0.03685,TR,31.07
2084,5241,C Sierra Tarahumara Poniente,0.55402,TR,30.39
2085,5242,C del Cofre de Perote,0.97629,TR,29.83
2086,5243,Anillo Periférico,1.18737,TR,26.59
2087,5234,Blvd Interlomas/C Interlomas,0.04767,TR,20.19
2088,5235,C Parque de Cádiz,0.32388,TR,19.26
