city,scale,featurename,FI
mumbai,070,avg lanes,0.0047
mumbai,070,local centrality,0.0055
mumbai,080,#SPN-2,0.0076
mumbai,080,#SPN-3,0.0113
mumbai,080,#SPN-4,0.0056
mumbai,080,#SPN-5,0.0033
mumbai,080,#edges,0.0105
mumbai,080,#free turns,0.0008
mumbai,080,#nodes,0.0076
mumbai,080,#total crossings,0.0065
mumbai,080,#traffic lights,0.0049
mumbai,080,SPN-avg,0.0057
mumbai,080,avg circuity,0.0089
mumbai,080,avg degree,0.0144
mumbai,080,avg lanes,0.0057
mumbai,080,local centrality,0.0071
mumbai,090,#SPN-2,0.0064
mumbai,090,#SPN-3,0.0066
mumbai,090,#SPN-4,0.0064
mumbai,090,#SPN-5,0.0014
mumbai,090,#edges,0.0121
mumbai,090,#free turns,0.0002
mumbai,090,#nodes,0.01
mumbai,090,#total crossings,0.0088
mumbai,090,#traffic lights,0.0095
mumbai,090,SPN-avg,0.0077
mumbai,090,avg circuity,0.0073
mumbai,090,avg degree,0.0145
mumbai,090,avg lanes,0.0077
mumbai,090,local centrality,0.0073
mumbai,100,#SPN-2,0.0063
mumbai,100,#SPN-3,0.0057
mumbai,100,#SPN-4,0.0043
mumbai,100,#SPN-5,0.0017
mumbai,100,#edges,0.0105
mumbai,100,#free turns,0.0002
mumbai,100,#nodes,0.0133
mumbai,100,#total crossings,0.0076
mumbai,100,#traffic lights,0.0064
mumbai,100,SPN-avg,0.0056
mumbai,100,avg circuity,0.0082
mumbai,100,avg degree,0.0121
mumbai,100,avg lanes,0.0058
mumbai,100,local centrality,0.006
newyorkcity,020,#SPN-2,0.008
newyorkcity,020,#SPN-3,0.0052
newyorkcity,020,#SPN-4,0.0034
newyorkcity,020,#SPN-5,0.0036
newyorkcity,020,#edges,0.0083
newyorkcity,020,#free turns,0.0212
newyorkcity,020,#nodes,0.0038
newyorkcity,020,#total crossings,0.0134
newyorkcity,020,#traffic lights,0.0073
newyorkcity,020,SPN-avg,0.0054
newyorkcity,020,avg circuity,0.0045
newyorkcity,020,avg degree,0.0155
newyorkcity,020,avg lanes,0.006
newyorkcity,020,local centrality,0.0074
newyorkcity,025,#SPN-2,0.0093
newyorkcity,025,#SPN-3,0.005
newyorkcity,025,#SPN-4,0.0032
newyorkcity,025,#SPN-5,0.0019
newyorkcity,025,#edges,0.0062
newyorkcity,025,#free turns,0.0119
newyorkcity,025,#nodes,0.0031
newyorkcity,025,#total crossings,0.0126
newyorkcity,025,#traffic lights,0.0112
newyorkcity,025,SPN-avg,0.0049
newyorkcity,025,avg circuity,0.0033
newyorkcity,025,avg degree,0.0179
newyorkcity,025,avg lanes,0.0058
newyorkcity,025,local centrality,0.0105
newyorkcity,030,#SPN-2,0.0096
newyorkcity,030,#SPN-3,0.004
newyorkcity,030,#SPN-4,0.005
newyorkcity,030,#SPN-5,0.002
newyorkcity,030,#edges,0.0062
newyorkcity,030,#free turns,0.0105
newyorkcity,030,#nodes,0.0032
newyorkcity,030,#total crossings,0.0142
newyorkcity,030,#traffic lights,0.0108
newyorkcity,030,SPN-avg,0.0062
newyorkcity,030,avg circuity,0.0043
newyorkcity,030,avg degree,0.0218
newyorkcity,030,avg lanes,0.0084
newyorkcity,030,local centrality,0.0078
newyorkcity,040,#SPN-2,0.009
newyorkcity,040,#SPN-3,0.0064
newyorkcity,040,#SPN-4,0.0038
newyorkcity,040,#SPN-5,0.0023
newyorkcity,040,#edges,0.0073
newyorkcity,040,#free turns,0.0119
newyorkcity,040,#nodes,0.0042
newyorkcity,040,#total crossings,0.0138
newyorkcity,040,#traffic lights,0.0141
newyorkcity,040,SPN-avg,0.0059
newyorkcity,040,avg circuity,0.0043
newyorkcity,040,avg degree,0.0225
newyorkcity,040,avg lanes,0.009
newyorkcity,040,local centrality,0.0076
newyorkcity,050,#SPN-2,0.0074
newyorkcity,050,#SPN-3,0.004
newyorkcity,050,#SPN-4,0.003
newyorkcity,050,#SPN-5,0.0011
newyorkcity,050,#edges,0.0073
newyorkcity,050,#free turns,0.0108
newyorkcity,050,#nodes,0.0036
newyorkcity,050,#total crossings,0.0124
newyorkcity,050,#traffic lights,0.0126
newyorkcity,050,SPN-avg,0.0042
newyorkcity,050,avg circuity,0.0031
newyorkcity,050,avg degree,0.0246
newyorkcity,050,avg lanes,0.0102
newyorkcity,050,local centrality,0.0078
newyorkcity,060,#SPN-2,0.0073
newyorkcity,060,#SPN-3,0.0031
newyorkcity,060,#SPN-4,0.0022
newyorkcity,060,#SPN-5,0.0009
newyorkcity,060,#edges,0.0067
newyorkcity,060,#free turns,0.0089
newyorkcity,060,#nodes,0.0026
newyorkcity,060,#total crossings,0.014
newyorkcity,060,#traffic lights,0.0132
newyorkcity,060,SPN-avg,0.003
newyorkcity,060,avg circuity,0.0028
newyorkcity,060,avg degree,0.024
newyorkcity,060,avg lanes,0.011
newyorkcity,060,local centrality,0.01
newyorkcity,070,#SPN-2,0.0073
newyorkcity,070,#SPN-3,0.0027
newyorkcity,070,#SPN-4,0.0028
newyorkcity,070,#SPN-5,0.0014
newyorkcity,070,#edges,0.0067
newyorkcity,070,#free turns,0.01
newyorkcity,070,#nodes,0.0032
newyorkcity,070,#total crossings,0.0131
newyorkcity,070,#traffic lights,0.0114
newyorkcity,070,SPN-avg,0.0041
newyorkcity,070,avg circuity,0.0027
newyorkcity,070,avg degree,0.023
newyorkcity,070,avg lanes,0.0111
newyorkcity,070,local centrality,0.0093
newyorkcity,080,#SPN-2,0.0073
newyorkcity,080,#SPN-3,0.0028
newyorkcity,080,#SPN-4,0.0019
newyorkcity,080,#SPN-5,0.0009
newyorkcity,080,#edges,0.0058
newyorkcity,080,#free turns,0.01
newyorkcity,080,#nodes,0.0026
newyorkcity,080,#total crossings,0.0124
newyorkcity,080,#traffic lights,0.0115
newyorkcity,080,SPN-avg,0.0041
newyorkcity,080,avg circuity,0.003
newyorkcity,080,avg degree,0.025
newyorkcity,080,avg lanes,0.0133
newyorkcity,080,local centrality,0.0091
newyorkcity,090,#SPN-2,0.0064
newyorkcity,090,#SPN-3,0.002
newyorkcity,090,#SPN-4,0.0016
newyorkcity,090,#SPN-5,0.0005
newyorkcity,090,#edges,0.0062
newyorkcity,090,#free turns,0.0092
newyorkcity,090,#nodes,0.002
newyorkcity,090,#total crossings,0.0127
newyorkcity,090,#traffic lights,0.0129
newyorkcity,090,SPN-avg,0.0045
newyorkcity,090,avg circuity,0.0022
newyorkcity,090,avg degree,0.0218
newyorkcity,090,avg lanes,0.0158
newyorkcity,090,local centrality,0.0128
newyorkcity,100,#SPN-2,0.0062
newyorkcity,100,#SPN-3,0.0022
newyorkcity,100,#SPN-4,0.0016
newyorkcity,100,#SPN-5,0.0004
newyorkcity,100,#edges,0.006
newyorkcity,100,#free turns,0.0086
newyorkcity,100,#nodes,0.0024
newyorkcity,100,#total crossings,0.0137
newyorkcity,100,#traffic lights,0.0115
newyorkcity,100,SPN-avg,0.0031
newyorkcity,100,avg circuity,0.0026
newyorkcity,100,avg degree,0.0257
newyorkcity,100,avg lanes,0.0126
newyorkcity,100,local centrality,0.0102
