City,Zscore,Clipping,Pearson
Auckland,False,True,0.713876381322044
Bogota,False,True,0.7731027967573311
Capetown,False,True,0.8386234070970896
Istanbul,False,True,0.7379788698594283
Singapore,False,True,0.8271623706771638
London,False,True,0.6086827127937412
MexicoCity,False,True,0.8122358335124908
NewYorkCity,False,True,0.7064076640603302
Singapore,False,True,0.8271623706771638
Zurich,False,True,0.18082822401583723
