city,scale,featurename,FI
mumbai,060,SPN-avg,0.0416
mumbai,060,avg circuity,0.0486
mumbai,060,avg degree,0.0379
mumbai,060,avg lanes,0.0216
mumbai,060,local centrality,0.0279
mumbai,070,#SPN-2,0.0294
mumbai,070,#SPN-3,0.0284
mumbai,070,#SPN-4,0.0614
mumbai,070,#SPN-5,0.0138
mumbai,070,#edges,0.0398
mumbai,070,#free turns,0.0024
mumbai,070,#nodes,0.0433
mumbai,070,#total crossings,0.0969
mumbai,070,#traffic lights,0.0964
mumbai,070,SPN-avg,0.0324
mumbai,070,avg circuity,0.0418
mumbai,070,avg degree,0.0304
mumbai,070,avg lanes,0.0269
mumbai,070,local centrality,0.0292
mumbai,080,#SPN-2,0.032
mumbai,080,#SPN-3,0.0253
mumbai,080,#SPN-4,0.0763
mumbai,080,#SPN-5,0.0027
mumbai,080,#edges,0.0394
mumbai,080,#free turns,0.001
mumbai,080,#nodes,0.0376
mumbai,080,#total crossings,0.0934
mumbai,080,#traffic lights,0.0971
mumbai,080,SPN-avg,0.0597
mumbai,080,avg circuity,0.052
mumbai,080,avg degree,0.0433
mumbai,080,avg lanes,0.0181
mumbai,080,local centrality,0.0327
mumbai,090,#SPN-2,0.0287
mumbai,090,#SPN-3,0.0327
mumbai,090,#SPN-4,0.0662
mumbai,090,#SPN-5,0.0025
mumbai,090,#edges,0.0297
mumbai,090,#free turns,0.0017
mumbai,090,#nodes,0.0305
mumbai,090,#total crossings,0.1124
mumbai,090,#traffic lights,0.1237
mumbai,090,SPN-avg,0.0374
mumbai,090,avg circuity,0.0292
mumbai,090,avg degree,0.0554
mumbai,090,avg lanes,0.0158
mumbai,090,local centrality,0.0532
mumbai,100,#SPN-2,0.0237
mumbai,100,#SPN-3,0.0209
mumbai,100,#SPN-4,0.0845
mumbai,100,#SPN-5,0.0027
mumbai,100,#edges,0.0288
mumbai,100,#free turns,0.0028
mumbai,100,#nodes,0.0288
mumbai,100,#total crossings,0.1026
mumbai,100,#traffic lights,0.1041
mumbai,100,SPN-avg,0.0508
mumbai,100,avg circuity,0.041
mumbai,100,avg degree,0.0298
mumbai,100,avg lanes,0.0217
mumbai,100,local centrality,0.0314
newyorkcity,020,#SPN-2,0.0139
newyorkcity,020,#SPN-3,0.0099
newyorkcity,020,#SPN-4,0.0362
newyorkcity,020,#SPN-5,0.0094
newyorkcity,020,#edges,0.0108
newyorkcity,020,#free turns,0.0748
newyorkcity,020,#nodes,0.01
newyorkcity,020,#total crossings,0.1168
newyorkcity,020,#traffic lights,0.1208
newyorkcity,020,SPN-avg,0.0407
newyorkcity,020,avg circuity,0.0397
newyorkcity,020,avg degree,0.0111
newyorkcity,020,avg lanes,0.0328
newyorkcity,020,local centrality,0.0068
newyorkcity,025,#SPN-2,0.0141
newyorkcity,025,#SPN-3,0.0134
newyorkcity,025,#SPN-4,0.0456
newyorkcity,025,#SPN-5,0.0069
newyorkcity,025,#edges,0.0123
newyorkcity,025,#free turns,0.0645
newyorkcity,025,#nodes,0.0135
newyorkcity,025,#total crossings,0.1313
newyorkcity,025,#traffic lights,0.1205
newyorkcity,025,SPN-avg,0.0328
newyorkcity,025,avg circuity,0.0446
newyorkcity,025,avg degree,0.0124
newyorkcity,025,avg lanes,0.0267
newyorkcity,025,local centrality,0.0111
newyorkcity,030,#SPN-2,0.0218
newyorkcity,030,#SPN-3,0.0158
newyorkcity,030,#SPN-4,0.0371
newyorkcity,030,#SPN-5,0.0059
newyorkcity,030,#edges,0.0129
newyorkcity,030,#free turns,0.0659
newyorkcity,030,#nodes,0.0139
newyorkcity,030,#total crossings,0.1391
newyorkcity,030,#traffic lights,0.1279
newyorkcity,030,SPN-avg,0.0321
newyorkcity,030,avg circuity,0.0443
newyorkcity,030,avg degree,0.0132
newyorkcity,030,avg lanes,0.0347
newyorkcity,030,local centrality,0.0116
newyorkcity,040,#SPN-2,0.0134
newyorkcity,040,#SPN-3,0.0148
newyorkcity,040,#SPN-4,0.0383
newyorkcity,040,#SPN-5,0.0039
newyorkcity,040,#edges,0.0117
newyorkcity,040,#free turns,0.0802
newyorkcity,040,#nodes,0.0147
newyorkcity,040,#total crossings,0.1413
newyorkcity,040,#traffic lights,0.1359
newyorkcity,040,SPN-avg,0.0453
newyorkcity,040,avg circuity,0.0319
newyorkcity,040,avg degree,0.0107
newyorkcity,040,avg lanes,0.0242
newyorkcity,040,local centrality,0.0174
newyorkcity,050,#SPN-2,0.0119
newyorkcity,050,#SPN-3,0.0161
newyorkcity,050,#SPN-4,0.0366
newyorkcity,050,#SPN-5,0.0024
newyorkcity,050,#edges,0.0165
newyorkcity,050,#free turns,0.0815
newyorkcity,050,#nodes,0.0141
newyorkcity,050,#total crossings,0.153
newyorkcity,050,#traffic lights,0.1231
newyorkcity,050,SPN-avg,0.0498
newyorkcity,050,avg circuity,0.0332
newyorkcity,050,avg degree,0.013
newyorkcity,050,avg lanes,0.032
newyorkcity,050,local centrality,0.0241
newyorkcity,060,#SPN-2,0.0143
newyorkcity,060,#SPN-3,0.0134
newyorkcity,060,#SPN-4,0.0473
newyorkcity,060,#SPN-5,0.0021
newyorkcity,060,#edges,0.0123
newyorkcity,060,#free turns,0.0748
newyorkcity,060,#nodes,0.0134
newyorkcity,060,#total crossings,0.1623
newyorkcity,060,#traffic lights,0.1341
newyorkcity,060,SPN-avg,0.0377
newyorkcity,060,avg circuity,0.0368
newyorkcity,060,avg degree,0.0122
newyorkcity,060,avg lanes,0.0194
newyorkcity,060,local centrality,0.0203
newyorkcity,070,#SPN-2,0.0115
newyorkcity,070,#SPN-3,0.015
newyorkcity,070,#SPN-4,0.044
newyorkcity,070,#SPN-5,0.0031
newyorkcity,070,#edges,0.0174
newyorkcity,070,#free turns,0.0849
newyorkcity,070,#nodes,0.0147
newyorkcity,070,#total crossings,0.1556
newyorkcity,070,#traffic lights,0.1213
newyorkcity,070,SPN-avg,0.0403
newyorkcity,070,avg circuity,0.0352
newyorkcity,070,avg degree,0.0115
newyorkcity,070,avg lanes,0.0253
newyorkcity,070,local centrality,0.0334
newyorkcity,080,#SPN-2,0.0105
newyorkcity,080,#SPN-3,0.013
newyorkcity,080,#SPN-4,0.0511
newyorkcity,080,#SPN-5,0.0021
newyorkcity,080,#edges,0.0136
newyorkcity,080,#free turns,0.0836
newyorkcity,080,#nodes,0.0116
newyorkcity,080,#total crossings,0.1644
newyorkcity,080,#traffic lights,0.1258
newyorkcity,080,SPN-avg,0.0426
newyorkcity,080,avg circuity,0.032
newyorkcity,080,avg degree,0.0139
newyorkcity,080,avg lanes,0.0223
newyorkcity,080,local centrality,0.0219
newyorkcity,090,#SPN-2,0.0128
newyorkcity,090,#SPN-3,0.0112
newyorkcity,090,#SPN-4,0.0402
newyorkcity,090,#SPN-5,0.002
newyorkcity,090,#edges,0.0168
newyorkcity,090,#free turns,0.0919
newyorkcity,090,#nodes,0.0094
newyorkcity,090,#total crossings,0.172
newyorkcity,090,#traffic lights,0.1255
newyorkcity,090,SPN-avg,0.0554
newyorkcity,090,avg circuity,0.0294
newyorkcity,090,avg degree,0.0147
newyorkcity,090,avg lanes,0.0247
newyorkcity,090,local centrality,0.0218
newyorkcity,100,#SPN-2,0.0102
newyorkcity,100,#SPN-3,0.0175
newyorkcity,100,#SPN-4,0.046
newyorkcity,100,#SPN-5,0.0013
newyorkcity,100,#edges,0.0145
newyorkcity,100,#free turns,0.0872
newyorkcity,100,#nodes,0.0115
newyorkcity,100,#total crossings,0.1619
newyorkcity,100,#traffic lights,0.1407
newyorkcity,100,SPN-avg,0.0513
newyorkcity,100,avg circuity,0.0308
newyorkcity,100,avg degree,0.0113
newyorkcity,100,avg lanes,0.0194
newyorkcity,100,local centrality,0.0234
