model,city,seed,depth,tod,#datapoints,#datapoints-train-sample-mean,#datapoints-test-sample-mean,np.mean(lr_object.scores_MSE),np.std(lr_object.scores_MSE),np.mean(lr_object.scores_QWK),np.std(lr_object.scores_QWK),num_splits
ridge,Capetown,90,1,6,"(1614, 16)",114.75,57.5,2.9968608623534085,1.0689895523083885,0.42767852249202026,0.10148428368447214,24
ridge,Istanbul,10,1,6,"(113, 16)",75.0,38.0,5.571370556541515,1.187686706741156,0.6889593498560318,0.05095176125507922,2
lasso,MexicoCity,70,1,6,"(861, 16)",120.08333333333333,59.916666666666664,7.823268096573414,1.0961854380645204,0.06374729737904043,0.06089959083491473,12
lasso,Singapore,30,1,6,"(173, 16)",115.0,58.0,5.431439814949628,0.43150637773787537,0.3691309318719522,0.015468501320831385,2
linearregression,Singapore,25,1,6,"(132, 16)",88.0,44.0,7.853048422289229,2.107483118300738,0.5132698117320438,0.24188823278467536,2
lasso,London,90,1,6,"(4027, 16)",114.08333333333333,57.1,4.371436327994206,1.3465076588511897,0.0,0.0,60
randomforestregressor,Capetown,70,1,6,"(1144, 16)",117.3125,58.5625,3.6782612398206194,0.9181355701848907,0.4485902836692283,0.1055267339097113,16
randomforestregressor,Auckland,50,1,6,"(635, 16)",114.75,57.5,2.4821781725624503,0.5066482681754801,0.62724405451119,0.05230343132639009,8
lasso,Singapore,90,1,6,"(1082, 16)",113.9375,56.9375,4.662302106245637,0.7743999857831374,0.05200546658477387,0.06595452799751075,16
ridge,London,30,1,6,"(723, 16)",115.6,57.9,6.342944266825872,1.3978079699072592,0.3521503906413892,0.08851601534070103,10
lasso,NewYorkCity,70,1,6,"(1681, 16)",112.125,56.125,7.082510574870891,1.2223507310869253,0.038922046166718495,0.05535778483703039,24
randomforestregressor,Mumbai,90,1,6,"(386, 16)",119.25,59.75,7.297144876250328,0.6877612845731844,0.15431520038652896,0.08638191357704113,4
ridge,London,50,1,6,"(1663, 16)",112.75,56.333333333333336,4.9165221349696155,1.3868970598963244,0.22060291311894362,0.10838759840828423,24
lasso,Auckland,90,1,6,"(1469, 16)",115.31818181818181,57.68181818181818,2.927114244915377,0.9160737285585296,0.034280071958980474,0.0682121322863825,22
randomforestregressor,Auckland,90,1,6,"(1469, 16)",114.95454545454545,57.45454545454545,1.9550182662373352,0.5406127089055014,0.564069616496858,0.09035704082098608,22
randomforestregressor,Singapore,50,1,6,"(408, 16)",113.16666666666667,56.5,3.5726614452870877,0.4040687352346393,0.6076794768939536,0.0578118322476465,6
linearregression,Zurich,65,1,6,"(219, 16)",115.0,57.0,9.452434610083309,0.5798295724719056,0.3101830515205898,0.023420625148780405,2
lasso,Mumbai,25,1,6,"(54, 16)",36.0,18.0,5.671992672146795,0.1539971373079303,0.06226993865030683,0.037730061349693256,2
lasso,Zurich,25,1,6,"(47, 16)",31.0,16.0,11.067760353154682,0.3844312062348534,0.2690686207004854,0.0140271023137713,2
linearregression,London,10,1,6,"(103, 16)",69.0,34.0,204.59832254803752,118.10853169554355,0.38902302581544174,0.08754054806771977,2
linearregression,Capetown,10,1,6,"(48, 16)",32.0,16.0,118.0083261756984,109.1699407320911,0.46200146666219316,0.10536450070377418,2
ridge,Singapore,45,1,6,"(336, 16)",115.0,57.5,4.20240557658796,0.9187862492822836,0.5628653077894651,0.08611084124761686,4
linearregression,MexicoCity,70,1,6,"(861, 16)",114.0,57.083333333333336,62.20118368248188,53.491564681509686,0.04263409402799128,0.1964006366076886,12
lasso,Auckland,30,1,6,"(297, 16)",115.5,57.5,3.865825031269695,0.7680197523403173,0.3441276078764279,0.07866421998621424,4
linearregression,Singapore,85,1,6,"(984, 16)",110.28571428571429,55.214285714285715,7.833933832144681,11.67676807839437,0.3882978250531175,0.1682617764536682,14
randomforestregressor,Mumbai,30,1,6,"(72, 16)",48.0,24.0,8.44417113077944,1.6896022810257736,0.2971577028317855,0.04614373257491294,2
randomforestregressor,NewYorkCity,30,1,6,"(386, 16)",113.0,56.5,7.5202059094100635,0.34561008632705453,0.4155160370095502,0.07512237526560561,4
ridge,Mumbai,90,1,6,"(386, 16)",115.5,58.0,6.423563670268621,0.7348301353761462,0.15169919202929188,0.05002050137435099,4
linearregression,NewYorkCity,90,1,6,"(2589, 16)",111.44736842105263,55.8421052631579,193.38001736755643,464.5937362001266,0.12551949032230628,0.1989024252179578,38
lasso,Singapore,50,1,6,"(408, 16)",111.33333333333333,55.833333333333336,4.588675833270783,1.2872796834016484,0.2948121177310632,0.13179886929107112,6
lasso,Bogota,30,1,6,"(129, 16)",86.0,43.0,7.4197412719102855,0.32554962274709087,0.5938660260286167,0.020352360207258613,2
lasso,Mumbai,70,1,6,"(259, 16)",120.0,60.5,6.829011945768166,0.3626459067368968,0.0,0.0,2
ridge,Capetown,70,1,6,"(1144, 16)",116.0,57.875,3.4735678230555074,0.9232231341634618,0.4263435412536961,0.08918277603723808,16
lasso,Zurich,85,1,6,"(330, 16)",120.0,60.0,9.108225329228954,1.192628728987945,0.03398804750336881,0.027474109898693446,4
ridge,Auckland,30,1,6,"(297, 16)",113.75,57.25,2.9665682918012477,0.3197484215376822,0.6039079169164021,0.037475229842854105,4
linearregression,Mumbai,65,1,6,"(233, 16)",118.5,59.0,7.816001938354197,0.6251784656370765,0.1241184085755263,0.0546395003869406,2
ridge,Bogota,70,1,6,"(441, 16)",120.5,60.5,4.932064854347912,1.2909879607394572,0.7838772897074201,0.058945110264097426,6
linearregression,Bogota,70,1,6,"(441, 16)",114.16666666666667,57.166666666666664,95.65507970793834,141.93186280881497,0.15218786561703215,0.4080859333690153,6
randomforestregressor,MexicoCity,30,1,6,"(235, 16)",117.5,58.5,6.915681743602222,0.6013250719720018,0.4522852798408275,0.05405347391090837,2
linearregression,Zurich,105,1,6,"(451, 16)",114.83333333333333,57.833333333333336,25.664393464900414,30.683079020808066,0.3121918560995814,0.13554078847468048,6
linearregression,Singapore,10,1,6,"(30, 16)",20.0,10.0,23066.961745814995,22309.38767800945,-0.19566125112835164,0.16914285934049877,2
linearregression,Capetown,50,1,6,"(690, 16)",112.1,55.8,308.93265485301816,406.8721324753325,0.08724201344123124,0.31801693720264107,10
lasso,London,10,1,6,"(103, 16)",69.0,34.0,8.139545356540287,1.480868780742714,0.3059409324173962,0.04106222215673622,2
linearregression,Mumbai,45,1,6,"(131, 16)",87.0,44.0,203.6004256866324,139.10554610380896,0.06001677092324387,0.011337513499093954,2
ridge,Bogota,50,1,6,"(265, 16)",112.75,56.25,6.986703324100878,0.6819932846639865,0.7059001564941509,0.033773199250393876,4
ridge,Auckland,10,1,6,"(55, 16)",36.0,19.0,2.568078882097235,0.3985605204425358,0.7833898462226773,0.017363044339301692,2
randomforestregressor,Capetown,50,1,6,"(690, 16)",116.3,58.2,3.391374628283985,1.0686228663037083,0.57150186977679,0.08812348904534117,10
ridge,MexicoCity,90,1,6,"(1251, 16)",112.38888888888889,56.27777777777778,6.96551160129985,1.7016886303662278,0.2979770934548521,0.13379974213712542,18
ridge,MexicoCity,70,1,6,"(861, 16)",116.0,57.75,7.414546163074754,0.9886533423969889,0.3141880369321579,0.08395451820715692,12
lasso,Zurich,90,1,6,"(364, 16)",116.5,58.25,8.370698399443665,1.715767462108088,0.022072357224196287,0.04046840914633105,4
lasso,Zurich,65,1,6,"(219, 16)",116.5,58.0,8.722166438654297,0.036824192949055146,0.15543201282185287,0.04889391310407304,2
linearregression,London,90,1,6,"(4027, 16)",113.81666666666666,56.9,37.3753024533062,72.74125405114843,0.06961133815513738,0.1334958095055077,60
ridge,London,70,1,6,"(2783, 16)",114.45238095238095,57.23809523809524,4.558977638764026,1.22396339352237,0.21924496144774866,0.12185726401959379,42
lasso,Istanbul,70,1,6,"(2751, 16)",114.80952380952381,57.30952380952381,3.8300884045970998,1.6085366947289386,0.12312653827622161,0.1461349319152038,42
ridge,Zurich,85,1,6,"(330, 16)",117.25,58.5,7.609142491005911,1.522475809460657,0.33480772156916805,0.14252356299222746,4
linearregression,Mumbai,25,1,6,"(54, 16)",36.0,18.0,224.36459724726762,209.8883970237704,0.08928023698267107,0.1978484758886161,2
lasso,Singapore,85,1,6,"(984, 16)",113.92857142857143,57.07142857142857,4.690998923360057,0.6645222325030751,0.09125256344592834,0.05851864983900066,14
lasso,Auckland,10,1,6,"(55, 16)",36.0,19.0,4.593333424181489,2.511736774075766,0.7041968907836273,0.10359629018302674,2
