model,city,seed,depth,tod,#datapoints,#datapoints-train-sample-mean,#datapoints-test-sample-mean,np.mean(lr_object.scores_MSE),np.std(lr_object.scores_MSE),np.mean(lr_object.scores_QWK),np.std(lr_object.scores_QWK),num_splits
randomforestregressor,Istanbul,30,1,6,"(740, 16)",495.0,245.0,3.2517752890090894,0.36830313317216323,0.7058768426984408,0.03413966307602063,7
linearregression,Zurich,25,1,6,"(47, 16)",31.0,16.0,223.39039902579205,353.1503220790222,0.09931705543053179,0.2514570192540366,7
ridge,Singapore,85,1,6,"(984, 16)",659.0,325.0,3.3787564691481613,0.327623321712696,0.49225277867117484,0.03527030293420923,7
linearregression,MexicoCity,90,1,6,"(1251, 16)",838.0,413.0,4.3135168209877787e+21,1.0565915208332266e+22,0.21230867962698494,0.10795973868132545,7
randomforestregressor,NewYorkCity,50,1,6,"(946, 16)",633.0,313.0,6.188155906595099,0.4568474513116474,0.4158403708993114,0.02188363293488612,7
linearregression,Istanbul,50,1,6,"(1652, 16)",1106.0,546.0,6.460021437867714,5.890150178010056,0.48201783328242825,0.1785693757343941,7
ridge,Istanbul,70,1,6,"(2751, 16)",1843.0,908.0,2.785265851744756,0.22632655211764077,0.5577497851084219,0.0198221460811331,7
randomforestregressor,Mumbai,70,1,6,"(259, 16)",173.0,86.0,6.631178557186937,0.6192875003467341,0.16679348172309424,0.0640244853991919,7
lasso,Singapore,10,1,6,"(30, 16)",20.0,10.0,6.263105331090502,4.294553542849864,0.39418480000314843,0.1812384311014707,7
ridge,Istanbul,50,1,6,"(1652, 16)",1106.0,546.0,2.9096576809166,0.31275686757155696,0.6187153971984308,0.019728489298714215,7
ridge,Zurich,105,1,6,"(451, 16)",302.0,149.0,6.35635529301211,0.7708861322960491,0.3659123861837298,0.055627454491462065,7
ridge,Capetown,10,1,6,"(48, 16)",32.0,16.0,3.6758243120099663,0.986916918926337,0.7329011965850901,0.06734224644753847,7
linearregression,Bogota,70,1,6,"(441, 16)",295.0,146.0,9.3900262164576,3.8450851318587156,0.653504355818759,0.1100060227758185,7
ridge,Singapore,90,1,6,"(1082, 16)",724.0,358.0,3.2761280318459143,0.17270780661786997,0.48951664189798144,0.013858777893794525,7
